"","age","death_prob_male","death_prob_female","year","region","female","male","total_pop","male_prop","female_prop","death_prop","total_death"
"1953",33,0.000863,0.000453,2016,"England",377171,374649,751820,0.498322736825304,0.501677263174696,0.000657312322098375,494
"1954",34,0.000907,0.000509,2016,"England",377514,372669,750183,0.496770787927746,0.503229212072254,0.000706714773595243,530
"1955",35,0.000963,0.00054,2016,"England",379531,376084,755615,0.497719076513833,0.502280923486167,0.000750535169365351,567
"1956",36,0.001079,0.000591,2016,"England",380397,376913,757310,0.497699753073378,0.502300246926622,0.000833877479499809,632
"1957",37,0.001137,0.000699,2016,"England",364292,362084,726376,0.498480125995352,0.501519874004648,0.000917334295185964,666
"1958",38,0.001132,0.000685,2016,"England",338651,338547,677198,0.499923213004173,0.500076786995827,0.000908465676212865,615
"1959",39,0.001265,0.000756,2016,"England",333343,332697,666040,0.499515044141493,0.500484955858507,0.00101025315746802,673
"1960",40,0.001398,0.000799,2016,"England",340681,336537,677218,0.496940423910764,0.503059576089236,0.00109666731392255,743
"1961",41,0.001552,0.000912,2016,"England",347210,342755,689965,0.496771575369765,0.503228424630235,0.00122993380823665,849
"1962",42,0.001672,0.000998,2016,"England",353910,347995,701905,0.495786466829557,0.504213533170443,0.00133216007864312,935
"1963",43,0.001928,0.001105,2016,"England",367881,363737,731618,0.497167920964219,0.502832079035781,0.00151416919895355,1108
"1964",44,0.002008,0.001257,2016,"England",383211,378747,761958,0.49707070468451,0.50292929531549,0.00163030009921807,1242
"1965",45,0.002139,0.001356,2016,"England",397666,388003,785669,0.49385046374491,0.50614953625509,0.00174268491311226,1369
"1966",46,0.002276,0.00146,2016,"England",387531,379138,766669,0.494526321006849,0.505473678993151,0.00186353347794159,1429
"1967",47,0.002561,0.001627,2016,"England",396939,386905,783844,0.4935994917356,0.5064005082644,0.00208802192528105,1637
"1968",48,0.002715,0.001743,2016,"England",396318,386626,782944,0.493810540728328,0.506189459271672,0.00222298384558793,1740
"1969",49,0.002974,0.001873,2016,"England",400459,393684,794143,0.495734395442634,0.504265604557366,0.00241880356938234,1921
"1970",50,0.003199,0.002028,2016,"England",402555,391217,793772,0.492858150703225,0.507141849296775,0.00260513689447348,2068
"1971",51,0.0034,0.002266,2016,"England",404134,392494,796628,0.492694206078621,0.507305793921379,0.00282471522969316,2250
"1972",52,0.003725,0.002471,2016,"England",399504,389056,788560,0.493375266308207,0.506624733691793,0.00308969258395049,2436
"1973",53,0.003952,0.002647,2016,"England",390260,380750,771010,0.493832764814983,0.506167235185017,0.00329145175808355,2538
"1974",54,0.004238,0.002812,2016,"England",380437,372880,753317,0.49498418328539,0.50501581671461,0.00351784744536497,2650
"1975",55,0.00472,0.003153,2016,"England",366350,359876,726226,0.495542709845145,0.504457290154855,0.00392951542632734,2854
"1976",56,0.005122,0.003474,2016,"England",351693,344452,696145,0.494799215680641,0.505200784319359,0.0042894291074417,2986
"1977",57,0.005672,0.003766,2016,"England",343507,336213,679720,0.494634555405167,0.505365444594833,0.00470877346260225,3201
"1978",58,0.006229,0.004182,2016,"England",335826,328409,664235,0.49441688559019,0.50558311440981,0.00519407136480312,3450
"1979",59,0.006747,0.004548,2016,"England",323725,315101,638826,0.493250118185547,0.506749881814453,0.00563265700989002,3598
"1980",60,0.007559,0.004939,2016,"England",311970,303631,615601,0.493226944075789,0.506773055924211,0.00623125459347857,3836
"1981",61,0.008259,0.005463,2016,"England",301451,291077,592528,0.491245983312181,0.508754016687819,0.00683652376934086,4051
"1982",62,0.009057,0.00617,2016,"England",303018,290280,593298,0.489265091067221,0.510734908932779,0.00758250831791107,4499
"1983",63,0.010155,0.006612,2016,"England",298537,286893,585430,0.490055173120612,0.509944826879388,0.00834826547836633,4887
"1984",64,0.010929,0.007154,2016,"England",291474,276719,568193,0.487015855527963,0.512984144472037,0.00899248485461806,5109
"1985",65,0.011975,0.00777,2016,"England",293206,277718,570924,0.486436023008316,0.513563976991684,0.00981546347674997,5604
"1986",66,0.013155,0.008626,2016,"England",300092,281589,581681,0.484095234329469,0.515904765670531,0.0108184673162782,6293
"1987",67,0.014151,0.009251,2016,"England",306160,288882,595042,0.485481697090289,0.514518302909711,0.0116298603157424,6920
"1988",68,0.015649,0.010146,2016,"England",323660,303737,627397,0.484122493413261,0.515877506586739,0.0128101260812532,8037
"1989",69,0.016814,0.011036,2016,"England",349882,329427,679309,0.484944259534321,0.515055740465679,0.0138380079315893,9400
"1990",70,0.018295,0.012139,2016,"England",270460,251941,522401,0.482275110499406,0.517724889500594,0.0151078855802343,7892
"1991",71,0.020354,0.013409,2016,"England",262435,242260,504695,0.480012680926104,0.519987319073896,0.0167426880690318,8450
"1992",72,0.022564,0.015565,2016,"England",260653,239786,500439,0.479151305154075,0.520848694845925,0.0189185799847734,9468
"1993",73,0.025393,0.017103,2016,"England",242947,219392,462339,0.474526267522316,0.525473732477684,0.02103682275776,9726
"1994",74,0.027866,0.018783,2016,"England",217167,192857,410024,0.470355393830605,0.529644606169395,0.0230552380421634,9453
"1995",75,0.031477,0.021507,2016,"England",195611,170610,366221,0.465866239238056,0.534133760761944,0.0261516864052034,9577
"1996",76,0.035142,0.024373,2016,"England",202604,175666,378270,0.464393158326063,0.535606841673937,0.0293740499220134,11111
"1997",77,0.03936,0.027065,2016,"England",200467,171546,372013,0.461129046565577,0.538870953434423,0.0327345816275238,12178
"1998",78,0.043336,0.030471,2016,"England",193571,164059,357630,0.458739479350166,0.541260520649834,0.0363726834018399,13008
"1999",79,0.04785,0.033691,2016,"England",183537,152194,335731,0.453321260175557,0.546678739824443,0.0401095757228257,13466
"2000",80,0.053848,0.03811,2016,"England",173944,140532,314476,0.446876709192434,0.553123290807566,0.0451429456492705,14196
"2001",81,0.060271,0.043242,2016,"England",163746,129466,293212,0.441544002291857,0.558455997708143,0.050761052815028,14884
"2002",82,0.067026,0.049221,2016,"England",150575,115576,266151,0.434249730416192,0.565750269583808,0.0569528164500603,15158
"2003",83,0.076069,0.056969,2016,"England",142098,105162,247260,0.425309390924533,0.574690609075467,0.0650924093666586,16095
"2004",84,0.085774,0.064113,2016,"England",136338,97537,233875,0.417047568145377,0.582952431854623,0.073146667373597,17107
"2005",85,0.095765,0.073356,2016,"England",128039,87303,215342,0.405415571509506,0.594584428490494,0.0824409575419565,17753
"2006",86,0.108449,0.083733,2016,"England",117738,75876,193614,0.391893148222753,0.608106851777248,0.0934190310514736,18087
"2007",87,0.122031,0.095401,2016,"England",103540,64143,167683,0.38252536035257,0.61747463964743,0.105587650346189,17705
"2008",88,0.136319,0.108412,2016,"England",90683,53429,144112,0.370746363939158,0.629253636060842,0.11875841877845,17115
"2009",89,0.152762,0.12153,2016,"England",79729,45358,125087,0.362611622310872,0.637388377689128,0.132855086188013,16618
"2010",90,0.164797,0.135102,2016,"England",342525,148096,490621,0.301854180721983,0.698145819278017,0.144065559896539,70682
"2011",91,0.182325,0.152184,2016,NA,NA,NA,NA,NA,NA,NA,NA
"2012",92,0.203198,0.170024,2016,NA,NA,NA,NA,NA,NA,NA,NA
"2013",93,0.223503,0.188288,2016,NA,NA,NA,NA,NA,NA,NA,NA
"2014",94,0.243582,0.207815,2016,NA,NA,NA,NA,NA,NA,NA,NA
"2015",95,0.27053,0.232043,2016,NA,NA,NA,NA,NA,NA,NA,NA
"2016",96,0.294609,0.251148,2016,NA,NA,NA,NA,NA,NA,NA,NA
"2017",97,0.317397,0.27505,2016,NA,NA,NA,NA,NA,NA,NA,NA
"2018",98,0.330692,0.297325,2016,NA,NA,NA,NA,NA,NA,NA,NA
"2019",99,0.376902,0.326918,2016,NA,NA,NA,NA,NA,NA,NA,NA
"2020",100,0.411222,0.350139,2016,NA,NA,NA,NA,NA,NA,NA,NA
"2021",0,0.004333,0.003576,2017,"England",320927,337600,658527,0.512659313892976,0.487340686107024,0.00396408310061698,2610
"2022",1,0.000247,0.000217,2017,"England",331226,348706,679932,0.51285422659913,0.48714577340087,0.000232385626797974,158
"2023",2,0.000136,0.000128,2017,"England",331357,348963,680320,0.512939499059266,0.487060500940734,0.000132103515992474,90
"2024",3,0.000105,0.000102,2017,"England",335269,352388,687657,0.512447339298517,0.487552660701483,0.000103537342017896,71
"2025",4,9.8e-05,6.7e-05,2017,"England",343381,361271,704652,0.512694209340213,0.487305790659787,8.28935204895466e-05,58
"2026",5,9.3e-05,8.9e-05,2017,"England",355136,372062,727198,0.511637820786086,0.488362179213914,9.10465512831443e-05,66
"2027",6,8.6e-05,8.1e-05,2017,"England",347804,364728,712532,0.511875957851718,0.488124042148282,8.35593797892586e-05,60
"2028",7,7.5e-05,6.2e-05,2017,"England",341831,358161,699992,0.511664419021932,0.488335580978068,6.86516374472851e-05,48
"2029",8,6.5e-05,6.5e-05,2017,"England",336850,352992,689842,0.511699780529455,0.488300219470545,6.5e-05,45
"2030",9,6.3e-05,5.7e-05,2017,"England",338913,356482,695395,0.512632388786229,0.487367611213771,6.00757943327174e-05,42
"2031",10,7.3e-05,6.5e-05,2017,"England",327709,345569,673278,0.513263466205639,0.486736533794361,6.91061077296451e-05,47
"2032",11,8.2e-05,6.3e-05,2017,"England",321758,337831,659589,0.512184102524451,0.487815897475549,7.27314979479646e-05,48
"2033",12,0.000106,5.7e-05,2017,"England",308940,323834,632774,0.511768814774311,0.488231185225689,8.20766719239413e-05,52
"2034",13,0.000125,8e-05,2017,"England",303747,318286,622033,0.511686679002561,0.488313320997439,0.000103025900555115,64
"2035",14,0.000114,9.1e-05,2017,"England",294383,310038,604421,0.512950410392756,0.487049589607244,0.000102797859439033,62
"2036",15,0.000167,9.7e-05,2017,"England",289582,304976,594558,0.512945751297603,0.487054248702397,0.000132906202590832,79
"2037",16,0.000219,0.000147,2017,"England",298125,312581,610706,0.51183548221239,0.48816451778761,0.000183852154719292,112
"2038",17,0.000306,0.000159,2017,"England",305274,323297,628571,0.514336487047605,0.485663512952395,0.000234607463595998,147
"2039",18,0.00039,0.00021,2017,"England",316353,334133,650486,0.513666704587032,0.486333295412968,0.000302460006825666,197
"2040",19,0.000415,0.00019,2017,"England",321793,339557,661350,0.513430105088077,0.486569894911923,0.000305521773644817,202
"2041",20,0.000503,0.000174,2017,"England",334716,352759,687475,0.513122659005782,0.486877340994218,0.000342817354812902,236
"2042",21,0.000501,0.000194,2017,"England",335216,358737,693953,0.516947113133022,0.483052886866978,0.000352702763731838,245
"2043",22,0.000484,0.000205,2017,"England",340999,360301,701300,0.513761585626693,0.486238414373307,0.000348339482389847,244
"2044",23,0.000478,0.000188,2017,"England",355375,374866,730241,0.513345594125775,0.486654405874225,0.000336870222296475,246
"2045",24,0.000529,0.000209,2017,"England",360797,375929,736726,0.510269761078067,0.489730238921933,0.000372286323544981,274
"2046",25,0.000563,0.000238,2017,"England",377059,385460,762519,0.505508715192671,0.494491284807329,0.000402290332437618,307
"2047",26,0.000572,0.000253,2017,"England",383688,398603,782291,0.5095328976046,0.4904671023954,0.000415540994335867,325
"2048",27,0.000604,0.000263,2017,"England",378384,393567,771951,0.509834173412561,0.490165826587439,0.000436853453133683,337
"2049",28,0.000658,0.000294,2017,"England",379730,385462,765192,0.503745465190436,0.496254534809564,0.000477363349329319,365
"2050",29,0.000687,0.00029,2017,"England",386948,388008,774956,0.500683909796169,0.499316090203831,0.000488771512189079,379
"2051",30,0.000724,0.000343,2017,"England",381271,374819,756090,0.495733312171831,0.504266687828169,0.000531874391937468,402
"2052",31,0.000779,0.000353,2017,"England",380629,382807,763436,0.501426445700753,0.498573554299247,0.000566607665868521,433
"2053",32,0.00076,0.000417,2017,"England",380958,383477,764435,0.501647622099982,0.498352377900018,0.000589065134380294,450
"2054",33,0.000867,0.000435,2017,"England",374649,372583,747232,0.498617564558263,0.501382435441737,0.00065040278788917,486
"2055",34,0.000896,0.000509,2017,"England",377977,373767,751744,0.497199844627958,0.502800155372042,0.00070141633987102,527
"2056",35,0.000968,0.00054,2017,"England",378288,372039,750327,0.495835815584405,0.504164184415595,0.000752217729070125,564
"2057",36,0.001049,0.00057,2017,"England",380466,375976,756442,0.497032158447046,0.502967841552954,0.000808078403896135,611
"2058",37,0.001206,0.00073,2017,"England",381083,376330,757413,0.496862345906395,0.503137654093605,0.000966506476651444,732
"2059",38,0.00117,0.000685,2017,"England",364557,362209,726766,0.498384624487111,0.501615375512889,0.000926716542876249,674
"2060",39,0.00128,0.000752,2017,"England",339070,338593,677663,0.499648055154258,0.500351944845742,0.00101581417312145,688
"2061",40,0.00142,0.00081,2017,"England",334109,332408,666517,0.498723963529812,0.501276036470188,0.00111422161775319,743
"2062",41,0.001521,0.000896,2017,"England",340990,336400,677390,0.496611996043638,0.503388003956362,0.00120638249752727,817
"2063",42,0.001659,0.001008,2017,"England",347791,343090,690881,0.496597822200929,0.503402177799071,0.0013312851822528,920
"2064",43,0.001829,0.001078,2017,"England",354118,348212,702330,0.495795423803625,0.504204576196375,0.00145034236327652,1019
"2065",44,0.00194,0.001238,2017,"England",368096,364135,732231,0.497295252454485,0.502704747545515,0.00158710126722305,1162
"2066",45,0.002205,0.00134,2017,"England",383385,378732,762117,0.49694731911242,0.50305268088758,0.00176985943103224,1349
"2067",46,0.002285,0.001472,2017,"England",397789,387895,785684,0.493703575483273,0.506296424516727,0.0018733810068679,1472
"2068",47,0.002546,0.001594,2017,"England",387507,378762,766269,0.494293779338587,0.505706220661413,0.00206456767793034,1582
"2069",48,0.002682,0.001744,2017,"England",396891,386596,783487,0.493430012240152,0.506569987759848,0.00220683735148126,1729
"2070",49,0.003005,0.00187,2017,"England",396332,386209,782541,0.493531968293035,0.506468031706965,0.00243015878401259,1902
"2071",50,0.003199,0.002063,2017,"England",400184,393102,793286,0.495536288299554,0.504463711700446,0.00262592922350829,2083
"2072",51,0.003461,0.002253,2017,"England",402420,390273,792693,0.492338143518361,0.507661856481639,0.00284774447737018,2257
"2073",52,0.003728,0.002459,2017,"England",403616,391650,795266,0.492476731056024,0.507523268943976,0.00308395297171009,2453
"2074",53,0.003997,0.002576,2017,"England",398938,388211,787149,0.493186169327535,0.506813830672465,0.00327681754661443,2579
"2075",54,0.004296,0.00276,2017,"England",389569,379626,769195,0.49353674945885,0.50646325054115,0.00351807244716879,2706
"2076",55,0.004635,0.003074,2017,"England",379557,371560,751117,0.494676594991193,0.505323405008807,0.00384619016478125,2889
"2077",56,0.005166,0.003386,2017,"England",365588,358298,723886,0.494964676758495,0.505035323241505,0.00426703712463012,3089
"2078",57,0.00566,0.003676,2017,"England",350898,342876,693774,0.494218578384315,0.505781421615685,0.00465652965951448,3231
"2079",58,0.006159,0.004074,2017,"England",342735,334209,676944,0.493702581011132,0.506297418988868,0.00510336988140821,3455
"2080",59,0.006677,0.004403,2017,"England",334973,326460,661433,0.493564729912176,0.506435270087825,0.00552536619582029,3655
"2081",60,0.007379,0.00486,2017,"England",322655,313079,635734,0.492468548166371,0.507531451833629,0.00610052827283109,3878
"2082",61,0.00803,0.005317,2017,"England",310750,301457,612207,0.492410246860947,0.507589753139053,0.00665290899973375,4073
"2083",62,0.00899,0.006123,2017,"England",300368,288782,589150,0.49016719001952,0.50983280998048,0.00752830933378596,4435
"2084",63,0.009921,0.006511,2017,"England",301546,287726,589272,0.488273666490178,0.511726333509822,0.00817601320273151,4818
"2085",64,0.010738,0.007052,2017,"England",297081,284150,581231,0.48887619552295,0.51112380447705,0.00885399765669759,5146
"2086",65,0.011868,0.007744,2017,"England",289612,273418,563030,0.485618883540842,0.514381116459159,0.00974669227572243,5488
"2087",66,0.012981,0.008324,2017,"England",291059,274429,565488,0.48529588603118,0.51470411396882,0.0105840229412472,5985
"2088",67,0.014148,0.009099,2017,"England",297770,277737,575507,0.482595346364162,0.517404653635838,0.0115356239037927,6639
"2089",68,0.015493,0.01013,2017,"England",303626,284954,588580,0.484138095076285,0.515861904923715,0.0127264326038941,7491
"2090",69,0.017005,0.010919,2017,"England",320687,299125,619812,0.48260601601776,0.51739398398224,0.0138561402134841,8588
"2091",70,0.017959,0.012043,2017,"England",346224,323874,670098,0.483323334795806,0.516676665204194,0.014902340848652,9986
"2092",71,0.019994,0.01297,2017,"England",267368,247261,514629,0.480464567678852,0.519535432321148,0.0163447831233763,8411
"2093",72,0.021825,0.014872,2017,"England",258813,237191,496004,0.478203804808026,0.521796195191974,0.0181969510548302,9026
"2094",73,0.025195,0.017023,2017,"England",256663,234139,490802,0.47705388323601,0.52294611676399,0.0209214843338047,10268
"2095",74,0.027399,0.018633,2017,"England",238860,213776,452636,0.472291200876643,0.527708799123357,0.0227731046668847,10308
"2096",75,0.030593,0.020834,2017,"England",212898,187306,400204,0.468026306583642,0.531973693416358,0.0254014687259498,10166
"2097",76,0.034567,0.023499,2017,"England",191337,165221,356558,0.463377627202307,0.536622372797694,0.0286276635778751,10207
"2098",77,0.038212,0.026609,2017,"England",197498,169503,367001,0.461859776948837,0.538140223051163,0.0319679589919374,11732
"2099",78,0.042978,0.030112,2017,"England",194848,164711,359559,0.458091717909995,0.541908282090005,0.03600580804263,12946
"2100",79,0.047387,0.033799,2017,"England",187546,156771,344317,0.45531007763195,0.54468992236805,0.0399857533348629,13768
"2101",80,0.05342,0.037867,2017,"England",177091,144564,321655,0.449438062520402,0.550561937479598,0.0448571101863798,14429
"2102",81,0.059532,0.042641,2017,"England",167046,132769,299815,0.442836415789737,0.557163584210263,0.0501209498991044,15027
"2103",82,0.065899,0.048293,2017,"England",156283,121371,277654,0.43713038529969,0.56286961470031,0.0559891175635863,15546
"2104",83,0.074381,0.055755,2017,"England",142848,107429,250277,0.429240401634988,0.570759598365012,0.0637500317208533,15955
"2105",84,0.084405,0.063113,2017,"England",133628,96729,230357,0.419909097618045,0.580090902381955,0.0720537045064834,16598
"2106",85,0.094142,0.072048,2017,"England",127021,88566,215587,0.410813267961426,0.589186732038574,0.0811245083423398,17489
"2107",86,0.1067,0.082522,2017,"England",118147,78699,196846,0.399799843532508,0.600200156467492,0.092188360616929,18147
"2108",87,0.119547,0.093293,2017,"England",107308,67271,174579,0.385332714702227,0.614667285297773,0.103409525091792,18053
"2109",88,0.135184,0.106936,2017,"England",93240,55981,149221,0.375154971485247,0.624845028514753,0.117533377634515,17538
"2110",89,0.151911,0.119147,2017,"England",80352,45984,126336,0.363981762917933,0.636018237082067,0.131072498480243,16559
"2111",90,0.162733,0.133504,2017,"England",343913,154078,497991,0.309399165848379,0.690600834151621,0.142547428218582,70987
"2112",91,0.182472,0.150045,2017,NA,NA,NA,NA,NA,NA,NA,NA
"2113",92,0.200851,0.16806,2017,NA,NA,NA,NA,NA,NA,NA,NA
"2114",93,0.220926,0.186251,2017,NA,NA,NA,NA,NA,NA,NA,NA
"2115",94,0.24322,0.20748,2017,NA,NA,NA,NA,NA,NA,NA,NA
"2116",95,0.268439,0.230573,2017,NA,NA,NA,NA,NA,NA,NA,NA
"2117",96,0.296466,0.253635,2017,NA,NA,NA,NA,NA,NA,NA,NA
"2118",97,0.311352,0.270415,2017,NA,NA,NA,NA,NA,NA,NA,NA
"2119",98,0.329765,0.297215,2017,NA,NA,NA,NA,NA,NA,NA,NA
"2120",99,0.373531,0.319252,2017,NA,NA,NA,NA,NA,NA,NA,NA
"2121",100,0.39599,0.355031,2017,NA,NA,NA,NA,NA,NA,NA,NA
"2122",0,0.004272,0.003523,2018,"England",312980,329834,642814,0.513109546462896,0.486890453537104,0.00390731905030071,2512
"2123",1,0.000236,0.000215,2018,"England",324093,341018,665111,0.512723440147584,0.487276559852416,0.000225767192243099,150
"2124",2,0.000132,0.000117,2018,"England",334301,351937,686238,0.512849769322014,0.487150230677986,0.00012469274653983,86
"2125",3,0.000103,9.6e-05,2018,"England",334240,351871,686111,0.512848504105021,0.487151495894979,9.95899395287351e-05,68
"2126",4,9.4e-05,6.3e-05,2018,"England",337602,354910,692512,0.512496534356083,0.487503465643917,7.88873925650386e-05,55
"2127",5,8e-05,8.2e-05,2018,"England",345338,363517,708855,0.512822791685182,0.487177208314818,8.09743544166296e-05,57
"2128",6,8.5e-05,7.3e-05,2018,"England",356933,373817,730750,0.511552514539856,0.488447485460144,7.91386301744783e-05,58
"2129",7,7.1e-05,5.3e-05,2018,"England",349338,366317,715655,0.511862559473489,0.488137440526511,6.22135260705228e-05,45
"2130",8,6.7e-05,5.4e-05,2018,"England",343578,359752,703330,0.511498158759046,0.488501841240954,6.06494760638676e-05,43
"2131",9,6.3e-05,5.7e-05,2018,"England",338279,354548,692827,0.511741026259081,0.488258973740919,6.00704461575545e-05,42
"2132",10,7.4e-05,6.6e-05,2018,"England",340691,358043,698734,0.512416742279609,0.487583257720391,7.00993339382369e-05,49
"2133",11,7.5e-05,5.7e-05,2018,"England",329245,347340,676585,0.513372303553877,0.486627696446123,6.62407014639698e-05,45
"2134",12,0.000104,5.5e-05,2018,"England",323576,339797,663373,0.51222615331043,0.48777384668957,8.00990815122111e-05,53
"2135",13,0.000117,8.9e-05,2018,"England",310673,325685,636358,0.511795247329333,0.488204752670666,0.000103330266925221,66
"2136",14,0.000124,9.4e-05,2018,"England",305490,320476,625966,0.511970298706319,0.488029701293681,0.00010935910896119,68
"2137",15,0.000167,0.000101,2018,"England",296181,312522,608703,0.513422802253316,0.486577197746684,0.000134885904948719,82
"2138",16,0.000188,0.000127,2018,"England",291361,307595,598956,0.513551913663107,0.486448086336893,0.00015832666673345,95
"2139",17,0.000283,0.000155,2018,"England",301289,315946,617235,0.511873111537745,0.488126888462255,0.000220519758276831,136
"2140",18,0.000373,0.000202,2018,"England",308361,327097,635458,0.514742123004195,0.485257876995805,0.000290020903033717,184
"2141",19,0.000415,0.000197,2018,"England",321477,339390,660867,0.513552651289896,0.486447348710104,0.000308954477981197,204
"2142",20,0.000527,0.000172,2018,"England",327566,346312,673878,0.513909045851029,0.486090954148971,0.000354437711277115,239
"2143",21,0.000479,0.000189,2018,"England",339271,359473,698744,0.514455938083189,0.485544061916811,0.000338192222044125,236
"2144",22,0.000475,0.000224,2018,"England",342720,365710,708430,0.516226020919498,0.483773979080502,0.000353572731250794,250
"2145",23,0.000492,0.00019,2018,"England",348084,367156,715240,0.513332587662882,0.486667412337118,0.00034502644147419,247
"2146",24,0.000539,0.000209,2018,"England",360329,379204,739533,0.512761431876603,0.487238568123397,0.000378211272519279,280
"2147",25,0.000568,0.000244,2018,"England",364423,379606,744029,0.510203231325661,0.489796768674339,0.000409305846949514,305
"2148",26,0.000598,0.000246,2018,"England",380110,387970,768080,0.505116654515155,0.494883345484845,0.000423801062389334,326
"2149",27,0.000616,0.000281,2018,"England",386198,399967,786165,0.508757067536713,0.491242932463287,0.000451433617624799,355
"2150",28,0.000658,0.000288,2018,"England",380330,394364,774694,0.50905776990657,0.49094223009343,0.000476351374865431,369
"2151",29,0.000683,0.000304,2018,"England",381426,386722,768148,0.503447252352411,0.496552747647589,0.000494806508641564,380
"2152",30,0.000749,0.000355,2018,"England",388190,388532,776722,0.500220155988887,0.499779844011113,0.000552086741459621,429
"2153",31,0.000786,0.000348,2018,"England",382463,375159,757622,0.495179654233906,0.504820345766094,0.000564888688554451,428
"2154",32,0.000779,0.000416,2018,"England",382092,383427,765519,0.500871957456314,0.499128042543686,0.000597816520556642,458
"2155",33,0.000891,0.000451,2018,"England",382274,383297,765571,0.500668128756183,0.499331871243817,0.000671293976652721,514
"2156",34,0.000922,0.000528,2018,"England",375889,371972,747861,0.497381197842915,0.502618802157085,0.000723968191950108,541
"2157",35,0.000992,0.000541,2018,"England",379181,373388,752569,0.496151183479521,0.503848816520479,0.000764764183749264,576
"2158",36,0.001044,0.000609,2018,"England",379306,371879,751185,0.495056477432324,0.504943522567676,0.000824349567683061,619
"2159",37,0.001258,0.000707,2018,"England",380901,375462,756363,0.496404504186482,0.503595495813518,0.000980518881806752,742
"2160",38,0.001226,0.000739,2018,"England",381228,375941,757169,0.496508705454132,0.503491294545868,0.000980799739556162,743
"2161",39,0.001352,0.00077,2018,"England",364627,362082,726709,0.498248955221416,0.501751044778584,0.00105998089193886,770
"2162",40,0.001479,0.000827,2018,"England",339403,338495,677898,0.4993302827269,0.5006697172731,0.00115256334433794,781
"2163",41,0.001569,0.00092,2018,"England",334198,332367,666565,0.498626540547433,0.501373459452567,0.00124360862481528,829
"2164",42,0.001708,0.001035,2018,"England",341544,336692,678236,0.496423073974251,0.503576926025749,0.00136909272878467,929
"2165",43,0.001861,0.001125,2018,"England",348091,342973,691064,0.496297014458863,0.503702985541137,0.00149027460264172,1030
"2166",44,0.002054,0.001273,2018,"England",354180,348368,702548,0.495863627823295,0.504136372176705,0.00166026949332999,1166
"2167",45,0.002286,0.001392,2018,"England",368475,363629,732104,0.496690360932327,0.503309639067673,0.0018360411826735,1344
"2168",46,0.002423,0.00151,2018,"England",383601,378463,762064,0.496628892061559,0.503371107938441,0.0019634221784522,1496
"2169",47,0.002617,0.001642,2018,"England",398025,387418,785443,0.493247759544614,0.506752240455386,0.002122916565556,1667
"2170",48,0.00281,0.001866,2018,"England",387866,378211,766077,0.493698414128084,0.506301585871916,0.00233205130293691,1787
"2171",49,0.003108,0.001959,2018,"England",396971,386297,783268,0.493186240214077,0.506813759785923,0.00252567099000598,1978
"2172",50,0.003384,0.002126,2018,"England",396246,385853,782099,0.49335570049316,0.50664429950684,0.0027466414712204,2148
"2173",51,0.003654,0.002351,2018,"England",400001,392476,792477,0.495252228140375,0.504747771859625,0.00299631365326691,2375
"2174",52,0.003894,0.002485,2018,"England",401934,389585,791519,0.492199176520084,0.507800823479917,0.0031785086397168,2516
"2175",53,0.004262,0.002666,2018,"England",403007,391064,794071,0.492479891596595,0.507520108403405,0.00345199790698817,2741
"2176",54,0.00457,0.002826,2018,"England",398362,387391,785753,0.493018798528291,0.506981201471709,0.00368582478463334,2896
"2177",55,0.004885,0.00315,2018,"England",388822,378478,767300,0.493259481298058,0.506740518701942,0.00400580520005213,3074
"2178",56,0.005427,0.003511,2018,"England",378851,369926,748777,0.494040281686003,0.505959718313997,0.00445758117971038,3338
"2179",57,0.005877,0.003779,2018,"England",365015,356574,721589,0.494151102635988,0.505848897364012,0.0048157290133303,3475
"2180",58,0.006505,0.004209,2018,"England",349979,340742,690721,0.493313508638075,0.506686491361925,0.00534164781583302,3690
"2181",59,0.006999,0.004491,2018,"England",341791,331929,673720,0.492680935700291,0.507319064299709,0.00572664378673633,3858
"2182",60,0.007669,0.005062,2018,"England",333982,324330,658312,0.492669129531286,0.507330870468714,0.00634638842068806,4178
"2183",61,0.008353,0.005453,2018,"England",321400,310736,632136,0.49156510624296,0.50843489375704,0.00687853880810458,4348
"2184",62,0.009357,0.006283,2018,"England",309280,299111,608391,0.491642710033515,0.508357289966485,0.00779430969064302,4742
"2185",63,0.010245,0.006686,2018,"England",298928,286440,585368,0.489333205778245,0.510666794221755,0.00842753687936478,4933
"2186",64,0.01102,0.007165,2018,"England",300282,285127,585409,0.48705605824304,0.51294394175696,0.00904260110452692,5294
"2187",65,0.012302,0.007886,2018,"England",295006,281016,576022,0.487856366597109,0.512143633402891,0.0100403737148928,5783
"2188",66,0.013572,0.008551,2018,"England",287443,270316,557759,0.484646594676195,0.515353405323805,0.0109844105518692,6127
"2189",67,0.014559,0.009298,2018,"England",288932,270867,559799,0.483864744310011,0.516135255689989,0.011843612419815,6630
"2190",68,0.016165,0.010451,2018,"England",295284,274033,569317,0.481336408363003,0.518663591636997,0.0132013562373862,7516
"2191",69,0.017784,0.011101,2018,"England",300937,280630,581567,0.482541134555434,0.517458865444566,0.014325822402234,8331
"2192",70,0.018983,0.012571,2018,"England",317371,294109,611480,0.480978936351148,0.519021063648852,0.0156550369398836,9573
"2193",71,0.020545,0.013315,2018,"England",342231,317974,660205,0.481629190933119,0.518370809066881,0.0167971790504465,11090
