"","year","age","region","female","male","all"
"1",2013,0,"England",331752,349921,681673
"2",2013,1,"England",344583,361876,706459
"3",2013,2,"England",338426,355605,694031
"4",2013,3,"England",333750,349649,683399
"5",2013,4,"England",329688,345052,674740
"6",2013,5,"England",332375,349098,681473
"7",2013,6,"England",321564,338070,659634
"8",2013,7,"England",315641,330544,646185
"9",2013,8,"England",302377,316503,618880
"10",2013,9,"England",296919,310969,607888
"11",2013,10,"England",287540,302475,590015
"12",2013,11,"England",282630,296580,579210
"13",2013,12,"England",290841,303248,594089
"14",2013,13,"England",297421,312349,609770
"15",2013,14,"England",306588,321938,628526
"16",2013,15,"England",310103,325992,636095
"17",2013,16,"England",318586,334775,653361
"18",2013,17,"England",317050,337741,654791
"19",2013,18,"England",319259,336378,655637
"20",2013,19,"England",331869,349099,680968
"21",2013,20,"England",338082,351437,689519
"22",2013,21,"England",354547,362841,717388
"23",2013,22,"England",364592,378975,743567
"24",2013,23,"England",362992,377548,740540
"25",2013,24,"England",365896,370823,736719
"26",2013,25,"England",373884,374187,748071
"27",2013,26,"England",370059,364124,734183
"28",2013,27,"England",371289,373115,744404
"29",2013,28,"England",373482,375385,748867
"30",2013,29,"England",368415,366324,734739
"31",2013,30,"England",373334,368866,742200
"32",2013,31,"England",374203,368482,742685
"33",2013,32,"England",376983,372638,749621
"34",2013,33,"England",377483,373841,751324
"35",2013,34,"England",361094,360265,721359
"36",2013,35,"England",335969,336763,672732
"37",2013,36,"England",330785,331577,662362
"38",2013,37,"England",337756,335550,673306
"39",2013,38,"England",344716,342380,687096
"40",2013,39,"England",351471,347354,698825
"41",2013,40,"England",366285,362997,729282
"42",2013,41,"England",381705,377498,759203
"43",2013,42,"England",396713,386931,783644
"44",2013,43,"England",386618,378030,764648
"45",2013,44,"England",396245,386402,782647
"46",2013,45,"England",395698,386341,782039
"47",2013,46,"England",399908,393383,793291
"48",2013,47,"England",402292,391487,793779
"49",2013,48,"England",404019,393399,797418
"50",2013,49,"England",399854,390154,790008
"51",2013,50,"England",391111,382554,773665
"52",2013,51,"England",381611,375030,756641
"53",2013,52,"England",367892,362264,730156
"54",2013,53,"England",353403,347607,701010
"55",2013,54,"England",345395,339971,685366
"56",2013,55,"England",337739,332311,670050
"57",2013,56,"England",325776,319271,645047
"58",2013,57,"England",314261,308450,622711
"59",2013,58,"England",303973,296206,600179
"60",2013,59,"England",305876,296154,602030
"61",2013,60,"England",301715,293049,594764
"62",2013,61,"England",294858,283672,578530
"63",2013,62,"England",297346,285467,582813
"64",2013,63,"England",305099,290447,595546
"65",2013,64,"England",312434,298809,611243
"66",2013,65,"England",330928,314965,645893
"67",2013,66,"England",358843,342788,701631
"68",2013,67,"England",278279,263607,541886
"69",2013,68,"England",271080,254973,526053
"70",2013,69,"England",270273,253733,524006
"71",2013,70,"England",252968,234145,487113
"72",2013,71,"England",227555,207266,434821
"73",2013,72,"England",206190,184774,390964
"74",2013,73,"England",214858,191661,406519
"75",2013,74,"England",214268,189075,403343
"76",2013,75,"England",208448,183024,391472
"77",2013,76,"England",199405,171686,371091
"78",2013,77,"England",190930,161179,352109
"79",2013,78,"England",182448,151172,333620
"80",2013,79,"England",170459,137669,308128
"81",2013,80,"England",163761,128345,292106
"82",2013,81,"England",160537,122285,282822
"83",2013,82,"England",154536,112517,267053
"84",2013,83,"England",145628,101190,246818
"85",2013,84,"England",132125,88570,220695
"86",2013,85,"England",119789,76850,196639
"87",2013,86,"England",109583,68275,177858
"88",2013,87,"England",100235,58806,159041
"89",2013,88,"England",89589,49185,138774
"90",2013,89,"England",79604,40673,120277
"91",2013,90,"England",61020,27470,88490
"92",2014,0,"England",326253,342966,669219
"93",2014,1,"England",334898,353041,687939
"94",2014,2,"England",347589,364731,712320
"95",2014,3,"England",341103,358324,699427
"96",2014,4,"England",336120,352174,688294
"97",2014,5,"England",331891,347406,679297
"98",2014,6,"England",334200,350899,685099
"99",2014,7,"England",323263,339888,663151
"100",2014,8,"England",317211,332230,649441
"101",2014,9,"England",303896,318107,622003
"102",2014,10,"England",298511,312461,610972
"103",2014,11,"England",289217,304067,593284
"104",2014,12,"England",284478,298296,582774
"105",2014,13,"England",292602,305044,597646
"106",2014,14,"England",299055,314402,613457
"107",2014,15,"England",308313,324132,632445
"108",2014,16,"England",312060,328162,640222
"109",2014,17,"England",320882,337921,658803
"110",2014,18,"England",319997,341101,661098
"111",2014,19,"England",323675,340717,664392
"112",2014,20,"England",337826,355179,693005
"113",2014,21,"England",343066,357969,701035
"114",2014,22,"England",361374,369270,730644
"115",2014,23,"England",371114,385292,756406
"116",2014,24,"England",367467,381908,749375
"117",2014,25,"England",369572,375072,744644
"118",2014,26,"England",377185,378015,755200
"119",2014,27,"England",373106,367009,740115
"120",2014,28,"England",373690,375689,749379
"121",2014,29,"England",375971,377974,753945
"122",2014,30,"England",370169,367983,738152
"123",2014,31,"England",374387,370720,745107
"124",2014,32,"England",375190,369757,744947
"125",2014,33,"England",377820,373575,751395
"126",2014,34,"England",378252,374807,753059
"127",2014,35,"England",361924,360416,722340
"128",2014,36,"England",336832,336862,673694
"129",2014,37,"England",331621,331547,663168
"130",2014,38,"England",338481,335847,674328
"131",2014,39,"England",345275,342240,687515
"132",2014,40,"England",352084,347176,699260
"133",2014,41,"England",366474,362809,729283
"134",2014,42,"England",382051,377388,759439
"135",2014,43,"England",396709,386893,783602
"136",2014,44,"England",386599,378098,764697
"137",2014,45,"England",396316,386391,782707
"138",2014,46,"England",395821,386206,782027
"139",2014,47,"England",399995,393244,793239
"140",2014,48,"England",402412,391115,793527
"141",2014,49,"England",404237,393155,797392
"142",2014,50,"England",399840,389773,789613
"143",2014,51,"England",390971,381849,772820
"144",2014,52,"England",381309,374470,755779
"145",2014,53,"England",367539,361627,729166
"146",2014,54,"England",352850,346840,699690
"147",2014,55,"England",344774,338862,683636
"148",2014,56,"England",337147,331122,668269
"149",2014,57,"England",325143,317949,643092
"150",2014,58,"England",313508,306817,620325
"151",2014,59,"England",303221,294506,597727
"152",2014,60,"England",304915,294103,599018
"153",2014,61,"England",300683,291053,591736
"154",2014,62,"England",293888,281369,575257
"155",2014,63,"England",296187,283359,579546
"156",2014,64,"England",303835,287790,591625
"157",2014,65,"England",310631,295696,606327
"158",2014,66,"England",328722,311642,640364
"159",2014,67,"England",356283,338769,695052
"160",2014,68,"England",275996,259954,535950
"161",2014,69,"England",268602,250989,519591
"162",2014,70,"England",267344,249351,516695
"163",2014,71,"England",250098,229588,479686
"164",2014,72,"England",224421,202598,427019
"165",2014,73,"England",203041,180421,383462
"166",2014,74,"England",211155,186842,397997
"167",2014,75,"England",210156,183810,393966
"168",2014,76,"England",204100,177403,381503
"169",2014,77,"England",194662,165734,360396
"170",2014,78,"England",185978,154867,340845
"171",2014,79,"England",177040,144600,321640
"172",2014,80,"England",164679,130862,295541
"173",2014,81,"England",157355,121217,278572
"174",2014,82,"England",153345,114611,267956
"175",2014,83,"England",146607,104607,251214
"176",2014,84,"England",137311,93229,230540
"177",2014,85,"England",123468,80760,204228
"178",2014,86,"England",110922,69417,180339
"179",2014,87,"England",100267,60801,161068
"180",2014,88,"England",90744,51515,142259
"181",2014,89,"England",80024,42450,122474
"182",2014,90,"England",60310,27910,88220
"183",2015,0,"England",325291,342748,668039
"184",2015,1,"England",329535,346565,676100
"185",2015,2,"England",338076,356089,694165
"186",2015,3,"England",350410,367540,717950
"187",2015,4,"England",343699,360831,704530
"188",2015,5,"England",338489,354480,692969
"189",2015,6,"England",333747,349339,683086
"190",2015,7,"England",336004,352858,688862
"191",2015,8,"England",324837,341775,666612
"192",2015,9,"England",318740,333978,652718
"193",2015,10,"England",305428,319944,625372
"194",2015,11,"England",300318,314514,614832
"195",2015,12,"England",291081,305970,597051
"196",2015,13,"England",286308,300250,586558
"197",2015,14,"England",294349,307262,601611
"198",2015,15,"England",300900,316961,617861
"199",2015,16,"England",310156,326772,636928
"200",2015,17,"England",314737,331730,646467
"201",2015,18,"England",324429,342014,666443
"202",2015,19,"England",325065,346159,671224
"203",2015,20,"England",330296,348014,678310
"204",2015,21,"England",343635,362592,706227
"205",2015,22,"England",351047,365950,716997
"206",2015,23,"England",369328,376620,745948
"207",2015,24,"England",377228,391480,768708
"208",2015,25,"England",372316,387385,759701
"209",2015,26,"England",374270,379847,754117
"210",2015,27,"England",381767,382554,764321
"211",2015,28,"England",377015,370581,747596
"212",2015,29,"England",377445,379765,757210
"213",2015,30,"England",378850,380478,759328
"214",2015,31,"England",371999,370864,742863
"215",2015,32,"England",376233,372953,749186
"216",2015,33,"England",376855,371092,747947
"217",2015,34,"England",378994,374890,753884
"218",2015,35,"England",379406,375899,755305
"219",2015,36,"England",363319,361121,724440
"220",2015,37,"England",338117,337502,675619
"221",2015,38,"England",332713,332260,664973
"222",2015,39,"England",339602,336137,675739
"223",2015,40,"England",346511,342667,689178
"224",2015,41,"England",352695,347287,699982
"225",2015,42,"England",367145,363311,730456
"226",2015,43,"England",382509,377921,760430
"227",2015,44,"England",397087,387619,784706
"228",2015,45,"England",386956,378696,765652
"229",2015,46,"England",396731,386746,783477
"230",2015,47,"England",396222,386521,782743
"231",2015,48,"England",400418,393361,793779
"232",2015,49,"England",402716,391166,793882
"233",2015,50,"England",404255,392939,797194
"234",2015,51,"England",399987,389428,789415
"235",2015,52,"England",390646,381337,771983
"236",2015,53,"England",380935,373707,754642
"237",2015,54,"England",367030,360829,727859
"238",2015,55,"England",352264,345811,698075
"239",2015,56,"England",344214,337548,681762
"240",2015,57,"England",336512,329949,666461
"241",2015,58,"England",324445,316545,640990
"242",2015,59,"England",312861,305173,618034
"243",2015,60,"England",302396,292918,595314
"244",2015,61,"England",304039,292292,596331
"245",2015,62,"England",299668,289096,588764
"246",2015,63,"England",292817,279274,572091
"247",2015,64,"England",294962,280817,575779
"248",2015,65,"England",302261,284777,587038
"249",2015,66,"England",308376,292412,600788
"250",2015,67,"England",326351,307789,634140
"251",2015,68,"England",353280,334295,687575
"252",2015,69,"England",273436,256165,529601
"253",2015,70,"England",265639,246824,512463
"254",2015,71,"England",264111,244716,508827
"255",2015,72,"England",246732,224674,471406
"256",2015,73,"England",221019,197924,418943
"257",2015,74,"England",199485,175621,375106
"258",2015,75,"England",207054,181373,388427
"259",2015,76,"England",205490,177852,383342
"260",2015,77,"England",198925,170947,369872
"261",2015,78,"England",189195,159058,348253
"262",2015,79,"England",180139,147815,327954
"263",2015,80,"England",170442,137118,307560
"264",2015,81,"England",157731,123300,281031
"265",2015,82,"England",149838,113267,263105
"266",2015,83,"England",144938,105954,250892
"267",2015,84,"England",137273,95898,233171
"268",2015,85,"England",127557,84415,211972
"269",2015,86,"England",113421,72202,185623
"270",2015,87,"England",100720,61090,161810
"271",2015,88,"England",89665,52759,142424
"272",2015,89,"England",79960,43902,123862
"273",2015,90,"England",58830,28170,87000
"274",2016,0,"England",328302,345789,674091
"275",2016,1,"England",328734,346245,674979
"276",2016,2,"England",332893,349785,682678
"277",2016,3,"England",341043,359047,700090
"278",2016,4,"England",353160,370139,723299
"279",2016,5,"England",346107,363040,709147
"280",2016,6,"England",340391,356543,696934
"281",2016,7,"England",335474,351373,686847
"282",2016,8,"England",337638,354739,692377
"283",2016,9,"England",326366,343776,670142
"284",2016,10,"England",320291,336063,656354
"285",2016,11,"England",307195,322005,629200
"286",2016,12,"England",302216,316614,618830
"287",2016,13,"England",292896,307979,600875
"288",2016,14,"England",287857,302617,590474
"289",2016,15,"England",296292,310179,606471
"290",2016,16,"England",302960,319959,622919
"291",2016,17,"England",312944,330883,643827
"292",2016,18,"England",318189,335979,654168
"293",2016,19,"England",329476,347783,677259
"294",2016,20,"England",331117,353548,684665
"295",2016,21,"England",334971,355416,690387
"296",2016,22,"England",349900,370418,720318
"297",2016,23,"England",357413,373763,731176
"298",2016,24,"England",374154,383159,757313
"299",2016,25,"England",380991,397394,778385
"300",2016,26,"England",376088,392578,768666
"301",2016,27,"England",377542,384821,762363
"302",2016,28,"England",384999,387045,772044
"303",2016,29,"England",379915,375087,755002
"304",2016,30,"England",379633,382984,762617
"305",2016,31,"England",379909,383685,763594
"306",2016,32,"England",373324,373346,746670
"307",2016,33,"England",377171,374649,751820
"308",2016,34,"England",377514,372669,750183
"309",2016,35,"England",379531,376084,755615
"310",2016,36,"England",380397,376913,757310
"311",2016,37,"England",364292,362084,726376
"312",2016,38,"England",338651,338547,677198
"313",2016,39,"England",333343,332697,666040
"314",2016,40,"England",340681,336537,677218
"315",2016,41,"England",347210,342755,689965
"316",2016,42,"England",353910,347995,701905
"317",2016,43,"England",367881,363737,731618
"318",2016,44,"England",383211,378747,761958
"319",2016,45,"England",397666,388003,785669
"320",2016,46,"England",387531,379138,766669
"321",2016,47,"England",396939,386905,783844
"322",2016,48,"England",396318,386626,782944
"323",2016,49,"England",400459,393684,794143
"324",2016,50,"England",402555,391217,793772
"325",2016,51,"England",404134,392494,796628
"326",2016,52,"England",399504,389056,788560
"327",2016,53,"England",390260,380750,771010
"328",2016,54,"England",380437,372880,753317
"329",2016,55,"England",366350,359876,726226
"330",2016,56,"England",351693,344452,696145
"331",2016,57,"England",343507,336213,679720
"332",2016,58,"England",335826,328409,664235
"333",2016,59,"England",323725,315101,638826
"334",2016,60,"England",311970,303631,615601
"335",2016,61,"England",301451,291077,592528
"336",2016,62,"England",303018,290280,593298
"337",2016,63,"England",298537,286893,585430
"338",2016,64,"England",291474,276719,568193
"339",2016,65,"England",293206,277718,570924
"340",2016,66,"England",300092,281589,581681
"341",2016,67,"England",306160,288882,595042
"342",2016,68,"England",323660,303737,627397
"343",2016,69,"England",349882,329427,679309
"344",2016,70,"England",270460,251941,522401
"345",2016,71,"England",262435,242260,504695
"346",2016,72,"England",260653,239786,500439
"347",2016,73,"England",242947,219392,462339
"348",2016,74,"England",217167,192857,410024
"349",2016,75,"England",195611,170610,366221
"350",2016,76,"England",202604,175666,378270
"351",2016,77,"England",200467,171546,372013
"352",2016,78,"England",193571,164059,357630
"353",2016,79,"England",183537,152194,335731
"354",2016,80,"England",173944,140532,314476
"355",2016,81,"England",163746,129466,293212
"356",2016,82,"England",150575,115576,266151
"357",2016,83,"England",142098,105162,247260
"358",2016,84,"England",136338,97537,233875
"359",2016,85,"England",128039,87303,215342
"360",2016,86,"England",117738,75876,193614
"361",2016,87,"England",103540,64143,167683
"362",2016,88,"England",90683,53429,144112
"363",2016,89,"England",79729,45358,125087
"364",2016,90,"England",58710,29490,88200
"365",2017,0,"England",320927,337600,658527
"366",2017,1,"England",331226,348706,679932
"367",2017,2,"England",331357,348963,680320
"368",2017,3,"England",335269,352388,687657
"369",2017,4,"England",343381,361271,704652
"370",2017,5,"England",355136,372062,727198
"371",2017,6,"England",347804,364728,712532
"372",2017,7,"England",341831,358161,699992
"373",2017,8,"England",336850,352992,689842
"374",2017,9,"England",338913,356482,695395
"375",2017,10,"England",327709,345569,673278
"376",2017,11,"England",321758,337831,659589
"377",2017,12,"England",308940,323834,632774
"378",2017,13,"England",303747,318286,622033
"379",2017,14,"England",294383,310038,604421
"380",2017,15,"England",289582,304976,594558
"381",2017,16,"England",298125,312581,610706
"382",2017,17,"England",305274,323297,628571
"383",2017,18,"England",316353,334133,650486
"384",2017,19,"England",321793,339557,661350
"385",2017,20,"England",334716,352759,687475
"386",2017,21,"England",335216,358737,693953
"387",2017,22,"England",340999,360301,701300
"388",2017,23,"England",355375,374866,730241
"389",2017,24,"England",360797,375929,736726
"390",2017,25,"England",377059,385460,762519
"391",2017,26,"England",383688,398603,782291
"392",2017,27,"England",378384,393567,771951
"393",2017,28,"England",379730,385462,765192
"394",2017,29,"England",386948,388008,774956
"395",2017,30,"England",381271,374819,756090
"396",2017,31,"England",380629,382807,763436
"397",2017,32,"England",380958,383477,764435
"398",2017,33,"England",374649,372583,747232
"399",2017,34,"England",377977,373767,751744
"400",2017,35,"England",378288,372039,750327
"401",2017,36,"England",380466,375976,756442
"402",2017,37,"England",381083,376330,757413
"403",2017,38,"England",364557,362209,726766
"404",2017,39,"England",339070,338593,677663
"405",2017,40,"England",334109,332408,666517
"406",2017,41,"England",340990,336400,677390
"407",2017,42,"England",347791,343090,690881
"408",2017,43,"England",354118,348212,702330
"409",2017,44,"England",368096,364135,732231
"410",2017,45,"England",383385,378732,762117
"411",2017,46,"England",397789,387895,785684
"412",2017,47,"England",387507,378762,766269
"413",2017,48,"England",396891,386596,783487
"414",2017,49,"England",396332,386209,782541
"415",2017,50,"England",400184,393102,793286
"416",2017,51,"England",402420,390273,792693
"417",2017,52,"England",403616,391650,795266
"418",2017,53,"England",398938,388211,787149
"419",2017,54,"England",389569,379626,769195
"420",2017,55,"England",379557,371560,751117
"421",2017,56,"England",365588,358298,723886
"422",2017,57,"England",350898,342876,693774
"423",2017,58,"England",342735,334209,676944
"424",2017,59,"England",334973,326460,661433
"425",2017,60,"England",322655,313079,635734
"426",2017,61,"England",310750,301457,612207
"427",2017,62,"England",300368,288782,589150
"428",2017,63,"England",301546,287726,589272
"429",2017,64,"England",297081,284150,581231
"430",2017,65,"England",289612,273418,563030
"431",2017,66,"England",291059,274429,565488
"432",2017,67,"England",297770,277737,575507
"433",2017,68,"England",303626,284954,588580
"434",2017,69,"England",320687,299125,619812
"435",2017,70,"England",346224,323874,670098
"436",2017,71,"England",267368,247261,514629
"437",2017,72,"England",258813,237191,496004
"438",2017,73,"England",256663,234139,490802
"439",2017,74,"England",238860,213776,452636
"440",2017,75,"England",212898,187306,400204
"441",2017,76,"England",191337,165221,356558
"442",2017,77,"England",197498,169503,367001
"443",2017,78,"England",194848,164711,359559
"444",2017,79,"England",187546,156771,344317
"445",2017,80,"England",177091,144564,321655
"446",2017,81,"England",167046,132769,299815
"447",2017,82,"England",156283,121371,277654
"448",2017,83,"England",142848,107429,250277
"449",2017,84,"England",133628,96729,230357
"450",2017,85,"England",127021,88566,215587
"451",2017,86,"England",118147,78699,196846
"452",2017,87,"England",107308,67271,174579
"453",2017,88,"England",93240,55981,149221
"454",2017,89,"England",80352,45984,126336
"455",2017,90,"England",58810,30400,89210
"456",2018,0,"England",312980,329834,642814
"457",2018,1,"England",324093,341018,665111
"458",2018,2,"England",334301,351937,686238
"459",2018,3,"England",334240,351871,686111
"460",2018,4,"England",337602,354910,692512
"461",2018,5,"England",345338,363517,708855
"462",2018,6,"England",356933,373817,730750
"463",2018,7,"England",349338,366317,715655
"464",2018,8,"England",343578,359752,703330
"465",2018,9,"England",338279,354548,692827
"466",2018,10,"England",340691,358043,698734
"467",2018,11,"England",329245,347340,676585
"468",2018,12,"England",323576,339797,663373
"469",2018,13,"England",310673,325685,636358
"470",2018,14,"England",305490,320476,625966
"471",2018,15,"England",296181,312522,608703
"472",2018,16,"England",291361,307595,598956
"473",2018,17,"England",301289,315946,617235
"474",2018,18,"England",308361,327097,635458
"475",2018,19,"England",321477,339390,660867
"476",2018,20,"England",327566,346312,673878
"477",2018,21,"England",339271,359473,698744
"478",2018,22,"England",342720,365710,708430
"479",2018,23,"England",348084,367156,715240
"480",2018,24,"England",360329,379204,739533
"481",2018,25,"England",364423,379606,744029
"482",2018,26,"England",380110,387970,768080
"483",2018,27,"England",386198,399967,786165
"484",2018,28,"England",380330,394364,774694
"485",2018,29,"England",381426,386722,768148
"486",2018,30,"England",388190,388532,776722
"487",2018,31,"England",382463,375159,757622
"488",2018,32,"England",382092,383427,765519
"489",2018,33,"England",382274,383297,765571
"490",2018,34,"England",375889,371972,747861
"491",2018,35,"England",379181,373388,752569
"492",2018,36,"England",379306,371879,751185
"493",2018,37,"England",380901,375462,756363
"494",2018,38,"England",381228,375941,757169
"495",2018,39,"England",364627,362082,726709
"496",2018,40,"England",339403,338495,677898
"497",2018,41,"England",334198,332367,666565
"498",2018,42,"England",341544,336692,678236
"499",2018,43,"England",348091,342973,691064
"500",2018,44,"England",354180,348368,702548
"501",2018,45,"England",368475,363629,732104
"502",2018,46,"England",383601,378463,762064
"503",2018,47,"England",398025,387418,785443
"504",2018,48,"England",387866,378211,766077
"505",2018,49,"England",396971,386297,783268
"506",2018,50,"England",396246,385853,782099
"507",2018,51,"England",400001,392476,792477
"508",2018,52,"England",401934,389585,791519
"509",2018,53,"England",403007,391064,794071
"510",2018,54,"England",398362,387391,785753
"511",2018,55,"England",388822,378478,767300
"512",2018,56,"England",378851,369926,748777
"513",2018,57,"England",365015,356574,721589
"514",2018,58,"England",349979,340742,690721
"515",2018,59,"England",341791,331929,673720
"516",2018,60,"England",333982,324330,658312
"517",2018,61,"England",321400,310736,632136
"518",2018,62,"England",309280,299111,608391
"519",2018,63,"England",298928,286440,585368
"520",2018,64,"England",300282,285127,585409
"521",2018,65,"England",295006,281016,576022
"522",2018,66,"England",287443,270316,557759
"523",2018,67,"England",288932,270867,559799
"524",2018,68,"England",295284,274033,569317
"525",2018,69,"England",300937,280630,581567
"526",2018,70,"England",317371,294109,611480
"527",2018,71,"England",342231,317974,660205
"528",2018,72,"England",263796,242124,505920
"529",2018,73,"England",254950,231708,486658
"530",2018,74,"England",252317,228189,480506
"531",2018,75,"England",234199,207614,441813
"532",2018,76,"England",208250,181328,389578
"533",2018,77,"England",186366,159311,345677
"534",2018,78,"England",191969,162740,354709
"535",2018,79,"England",188611,157541,346152
"536",2018,80,"England",180856,148843,329699
"537",2018,81,"England",170009,136409,306418
"538",2018,82,"England",159300,124359,283659
"539",2018,83,"England",148228,112881,261109
"540",2018,84,"England",134343,98698,233041
"541",2018,85,"England",124512,88133,212645
"542",2018,86,"England",117007,79516,196523
"543",2018,87,"England",107631,69544,177175
"544",2018,88,"England",96360,58647,155007
"545",2018,89,"England",82437,47793,130230
"546",2018,90,"England",58600,31190,89790
"547",2019,0,"England",303111,320448,623559
"548",2019,1,"England",316093,333076,649169
"549",2019,2,"England",326984,343918,670902
"550",2019,3,"England",336732,354700,691432
"551",2019,4,"England",336230,354174,690404
"552",2019,5,"England",339477,357016,696493
"553",2019,6,"England",347033,365219,712252
"554",2019,7,"England",358199,375296,733495
"555",2019,8,"England",349920,367817,717737
"556",2019,9,"England",344530,361257,705787
"557",2019,10,"England",339213,356084,695297
"558",2019,11,"England",341641,359808,701449
"559",2019,12,"England",330432,348877,679309
"560",2019,13,"England",325002,341231,666233
"561",2019,14,"England",312034,327433,639467
"562",2019,15,"England",307061,322649,629710
"563",2019,16,"England",297701,314801,612502
"564",2019,17,"England",293431,310984,604415
"565",2019,18,"England",303973,319850,623823
"566",2019,19,"England",312333,331924,644257
"567",2019,20,"England",326824,345610,672434
"568",2019,21,"England",331358,352471,683829
"569",2019,22,"England",345874,365620,711494
"570",2019,23,"England",349210,371018,720228
"571",2019,24,"England",352718,370078,722796
"572",2019,25,"England",363634,382065,745699
"573",2019,26,"England",366882,380818,747700
"574",2019,27,"England",381790,388764,770554
"575",2019,28,"England",387223,400083,787306
"576",2019,29,"England",381275,394128,775403
"577",2019,30,"England",381637,386073,767710
"578",2019,31,"England",389191,387673,776864
"579",2019,32,"England",383380,374777,758157
"580",2019,33,"England",383058,382769,765827
"581",2019,34,"England",383206,382029,765235
"582",2019,35,"England",376661,370067,746728
"583",2019,36,"England",379924,372287,752211
"584",2019,37,"England",379589,370773,750362
"585",2019,38,"England",380745,374012,754757
"586",2019,39,"England",381361,375039,756400
"587",2019,40,"England",364859,361683,726542
"588",2019,41,"England",339143,338353,677496
"589",2019,42,"England",334364,332453,666817
"590",2019,43,"England",341443,336856,678299
"591",2019,44,"England",347597,343262,690859
"592",2019,45,"England",354012,348092,702104
"593",2019,46,"England",368379,363067,731446
"594",2019,47,"England",383373,377824,761197
"595",2019,48,"England",397944,386773,784717
"596",2019,49,"England",388016,377596,765612
"597",2019,50,"England",396883,385756,782639
"598",2019,51,"England",396149,385184,781333
"599",2019,52,"England",399646,391959,791605
"600",2019,53,"England",401237,388806,790043
"601",2019,54,"England",402156,390121,792277
"602",2019,55,"England",397395,386262,783657
"603",2019,56,"England",387826,376871,764697
"604",2019,57,"England",377667,368276,745943
"605",2019,58,"England",363849,354411,718260
"606",2019,59,"England",349085,338212,687297
"607",2019,60,"England",340464,329520,669984
"608",2019,61,"England",332482,321895,654377
"609",2019,62,"England",319874,308219,628093
"610",2019,63,"England",307637,296643,604280
"611",2019,64,"England",297312,283828,581140
"612",2019,65,"England",298212,282188,580400
"613",2019,66,"England",292972,277744,570716
"614",2019,67,"England",285226,266873,552099
"615",2019,68,"England",286470,267156,553626
"616",2019,69,"England",292300,269819,562119
"617",2019,70,"England",297694,276012,573706
"618",2019,71,"England",313550,288812,602362
"619",2019,72,"England",337685,311827,649512
"620",2019,73,"England",260027,236845,496872
"621",2019,74,"England",250804,226157,476961
"622",2019,75,"England",247664,222124,469788
"623",2019,76,"England",229430,201228,430658
"624",2019,77,"England",203478,175283,378761
"625",2019,78,"England",181440,153299,334739
"626",2019,79,"England",186284,155784,342068
"627",2019,80,"England",182292,149994,332286
"628",2019,81,"England",174036,141053,315089
"629",2019,82,"England",162726,128406,291132
"630",2019,83,"England",151454,116060,267514
"631",2019,84,"England",139975,104479,244454
"632",2019,85,"England",125990,90350,216340
"633",2019,86,"England",115535,79825,195360
"634",2019,87,"England",107500,71055,178555
"635",2019,88,"England",97597,61225,158822
"636",2019,89,"England",86036,50715,136751
"637",2019,90,"England",59500,32010,91510
"638",2020,0,"England",295328,311203,606531
"639",2020,1,"England",306405,323823,630228
"640",2020,2,"England",319227,336191,655418
"641",2020,3,"England",329581,346800,676381
"642",2020,4,"England",338957,357229,696186
"643",2020,5,"England",338299,356369,694668
"644",2020,6,"England",341332,358834,700166
"645",2020,7,"England",348647,366862,715509
"646",2020,8,"England",359193,376979,736172
"647",2020,9,"England",351186,369415,720601
"648",2020,10,"England",345744,362999,708743
"649",2020,11,"England",340468,358018,698486
"650",2020,12,"England",343056,361495,704551
"651",2020,13,"England",331845,350495,682340
"652",2020,14,"England",326315,343054,669369
"653",2020,15,"England",313383,329839,643222
"654",2020,16,"England",308274,324884,633158
"655",2020,17,"England",299935,318124,618059
"656",2020,18,"England",296275,315221,611496
"657",2020,19,"England",308702,325974,634676
"658",2020,20,"England",317459,339946,657405
"659",2020,21,"England",330666,353187,683853
"660",2020,22,"England",337855,360810,698665
"661",2020,23,"England",351896,373186,725082
"662",2020,24,"England",353708,376402,730110
"663",2020,25,"England",355648,374493,730141
"664",2020,26,"England",365829,385085,750914
"665",2020,27,"England",367913,384246,752159
"666",2020,28,"England",382524,391135,773659
"667",2020,29,"England",387687,402108,789795
"668",2020,30,"England",381563,395585,777148
"669",2020,31,"England",382493,387328,769821
"670",2020,32,"England",389812,388544,778356
"671",2020,33,"England",384001,375196,759197
"672",2020,34,"England",383286,382675,765961
"673",2020,35,"England",383046,381145,764191
"674",2020,36,"England",376559,369850,746409
"675",2020,37,"England",379406,371812,751218
"676",2020,38,"England",379217,369881,749098
"677",2020,39,"England",380741,373238,753979
"678",2020,40,"England",381079,374383,755462
"679",2020,41,"England",364389,361093,725482
"680",2020,42,"England",339163,338100,677263
"681",2020,43,"England",334060,332210,666270
"682",2020,44,"England",340772,337092,677864
"683",2020,45,"England",347386,343283,690669
"684",2020,46,"England",353877,347898,701775
"685",2020,47,"England",368000,362530,730530
"686",2020,48,"England",383162,377267,760429
"687",2020,49,"England",397912,386093,784005
"688",2020,50,"England",387838,376970,764808
"689",2020,51,"England",396690,385098,781788
"690",2020,52,"England",395585,384639,780224
"691",2020,53,"England",398900,391339,790239
"692",2020,54,"England",400511,387992,788503
"693",2020,55,"England",401384,389067,790451
"694",2020,56,"England",396480,384889,781369
"695",2020,57,"England",386797,375251,762048
"696",2020,58,"England",376711,366044,742755
"697",2020,59,"England",362811,352011,714822
"698",2020,60,"England",347830,335752,683582
"699",2020,61,"England",338942,326962,665904
