"","WeekEnding","Deaths","Gender","WeekNumber","Year","Country"
"2339",2017-12-23,5753.98988751159,"Male",51,2017,"EW"
"2340",2017-12-31,4809.15406406391,"Male",53,2017,"EW"
"2341",2018-01-07,6540.99117666902,"Male",1,2018,"EW"
"2342",2018-01-14,7085.25735203084,"Male",2,2018,"EW"
"2343",2018-01-21,6718.2913685604,"Male",3,2018,"EW"
"2344",2018-01-28,6623.96784428135,"Male",4,2018,"EW"
"2345",2018-02-04,6288.2745720977,"Male",5,2018,"EW"
"2346",2018-02-11,6040.95136003941,"Male",6,2018,"EW"
"2347",2018-02-18,6068.0016203979,"Male",7,2018,"EW"
"2348",2018-02-25,5556.22291638609,"Male",8,2018,"EW"
"2349",2018-03-04,5492.13586857659,"Male",9,2018,"EW"
"2350",2018-03-11,6379.11699123192,"Male",10,2018,"EW"
"2351",2018-03-18,6077.22707028617,"Male",11,2018,"EW"
"2352",2018-03-25,5520.80854686513,"Male",12,2018,"EW"
"2353",2018-04-01,4838.39296965837,"Male",13,2018,"EW"
"2354",2018-04-08,5558.14727129485,"Male",14,2018,"EW"
"2355",2018-04-15,6075.77304720343,"Male",15,2018,"EW"
"2356",2018-04-22,5344.46607924975,"Male",16,2018,"EW"
"2357",2018-04-29,5108.58421014179,"Male",17,2018,"EW"
"2358",2018-05-06,4878.32536006626,"Male",18,2018,"EW"
"2359",2018-05-13,4426.85195892281,"Male",19,2018,"EW"
"2360",2018-05-20,5217.96068179328,"Male",20,2018,"EW"
"2361",2018-05-27,4571.95545967692,"Male",21,2018,"EW"
"2362",2018-06-03,4274.76849990734,"Male",22,2018,"EW"
"2363",2018-06-10,4996.74605089752,"Male",23,2018,"EW"
"2364",2018-06-17,4683.36391457845,"Male",24,2018,"EW"
"2365",2018-06-24,4745.87117708637,"Male",25,2018,"EW"
"2366",2018-07-01,4622.11930710496,"Male",26,2018,"EW"
"2367",2018-07-08,4687.59328545537,"Male",27,2018,"EW"
"2368",2018-07-15,4674.64166186098,"Male",28,2018,"EW"
"2369",2018-07-22,4630.47855106532,"Male",29,2018,"EW"
"2370",2018-07-29,4544.64821551042,"Male",30,2018,"EW"
"2371",2018-08-05,4612.9081787304,"Male",31,2018,"EW"
"2372",2018-08-12,4702.95522117103,"Male",32,2018,"EW"
"2373",2018-08-19,4472.30592200812,"Male",33,2018,"EW"
"2374",2018-08-26,4309.59660100099,"Male",34,2018,"EW"
"2375",2018-09-02,4044.90534162638,"Male",35,2018,"EW"
"2376",2018-09-09,4821.4671636885,"Male",36,2018,"EW"
"2377",2018-09-16,4583.4300852525,"Male",37,2018,"EW"
"2378",2018-09-23,4690.52095011179,"Male",38,2018,"EW"
"2379",2018-09-30,4662.40739709907,"Male",39,2018,"EW"
"2380",2018-10-07,4795.0331349615,"Male",40,2018,"EW"
"2381",2018-10-14,4892.06064614537,"Male",41,2018,"EW"
"2382",2018-10-21,4982.00707929116,"Male",42,2018,"EW"
"2383",2018-10-28,4811.76526409551,"Male",43,2018,"EW"
"2384",2018-11-04,4867.24673313135,"Male",44,2018,"EW"
"2385",2018-11-11,5088.56558763515,"Male",45,2018,"EW"
"2386",2018-11-18,5113.62794256723,"Male",46,2018,"EW"
"2387",2018-11-25,4917.98095113388,"Male",47,2018,"EW"
"2388",2018-12-02,5001.09839866962,"Male",48,2018,"EW"
"2389",2018-12-09,5031.45344252605,"Male",49,2018,"EW"
"2390",2018-12-16,5464.44060090487,"Male",50,2018,"EW"
"2391",2018-12-23,4980.19814802357,"Male",51,2018,"EW"
"2392",2018-12-31,4320.5424292183,"Male",53,2018,"EW"
"2393",2019-01-07,5875.91623990308,"Male",1,2019,"EW"
"2394",2019-01-14,6083.77078502765,"Male",2,2019,"EW"
"2395",2019-01-21,5886.57787946146,"Male",3,2019,"EW"
"2396",2019-01-28,5776.96434435691,"Male",4,2019,"EW"
"2397",2019-02-04,5634.62013669685,"Male",5,2019,"EW"
"2398",2019-02-11,5860.40350535675,"Male",6,2019,"EW"
"2399",2019-02-18,5790.12735791109,"Male",7,2019,"EW"
"2400",2019-02-25,5529.88881227025,"Male",8,2019,"EW"
"2401",2019-03-04,5512.83051254135,"Male",9,2019,"EW"
"2402",2019-03-11,5420.08068275428,"Male",10,2019,"EW"
"2403",2019-03-18,5209.17328705359,"Male",11,2019,"EW"
"2404",2019-03-25,5086.69555678638,"Male",12,2019,"EW"
"2405",2019-04-01,4908.59259075671,"Male",13,2019,"EW"
"2406",2019-04-08,5195.85244753398,"Male",14,2019,"EW"
"2407",2019-04-15,4900.17254622094,"Male",15,2019,"EW"
"2408",2019-04-22,4576.52442297549,"Male",16,2019,"EW"
"2409",2019-04-29,5447.69477645447,"Male",17,2019,"EW"
"2410",2019-05-06,5105.24457616336,"Male",18,2019,"EW"
"2411",2019-05-13,4617.76715212851,"Male",19,2019,"EW"
"2412",2019-05-20,5414.24075118196,"Male",20,2019,"EW"
"2413",2019-05-27,4529.02786063636,"Male",21,2019,"EW"
"2414",2019-06-03,4480.71486166655,"Male",22,2019,"EW"
"2415",2019-06-10,5186.43339240574,"Male",23,2019,"EW"
"2416",2019-06-17,4680.27168532857,"Male",24,2019,"EW"
"2417",2019-06-24,4938.35450184904,"Male",25,2019,"EW"
"2418",2019-07-01,4741.16745013231,"Male",26,2019,"EW"
"2419",2019-07-08,4525.15354018705,"Male",27,2019,"EW"
"2420",2019-07-15,4667.07844742853,"Male",28,2019,"EW"
"2421",2019-07-22,4522.4889383202,"Male",29,2019,"EW"
"2422",2019-07-29,4634.89582844521,"Male",30,2019,"EW"
"2423",2019-08-05,4676.30675664567,"Male",31,2019,"EW"
"2424",2019-08-12,4612.76927325199,"Male",32,2019,"EW"
"2425",2019-08-19,4758.83480923832,"Male",33,2019,"EW"
"2426",2019-08-26,4331.94688338088,"Male",34,2019,"EW"
"2427",2019-09-02,4373.7479196291,"Male",35,2019,"EW"
"2428",2019-09-09,4956.16056346707,"Male",36,2019,"EW"
"2429",2019-09-16,4739.91303349938,"Male",37,2019,"EW"
"2430",2019-09-23,4771.51091769547,"Male",38,2019,"EW"
"2431",2019-09-30,4901.45437443606,"Male",39,2019,"EW"
"2432",2019-10-07,4961.4033629857,"Male",40,2019,"EW"
"2433",2019-10-14,5041.61438936507,"Male",41,2019,"EW"
"2434",2019-10-21,5057.6026364055,"Male",42,2019,"EW"
"2435",2019-10-28,4969.26952565438,"Male",43,2019,"EW"
"2436",2019-11-04,5100.09185572877,"Male",44,2019,"EW"
"2437",2019-11-11,5308.94614180946,"Male",45,2019,"EW"
"2438",2019-11-18,5312.53174029849,"Male",46,2019,"EW"
"2439",2019-11-25,5549.28549757972,"Male",47,2019,"EW"
"2440",2019-12-02,5497.77233352256,"Male",48,2019,"EW"
"2441",2019-12-09,5301.39776308276,"Male",49,2019,"EW"
"2442",2019-12-16,5914.39463163866,"Male",50,2019,"EW"
"2443",2019-12-23,4751.59222348197,"Male",51,2019,"EW"
"2444",2019-12-31,5054.01269318606,"Male",53,2019,"EW"
"2445",2020-01-07,6732.62115597096,"Male",1,2020,"EW"
"2446",2020-01-14,6663.25823034835,"Male",2,2020,"EW"
"2447",2020-01-21,6090.69869231479,"Male",3,2020,"EW"
"2448",2020-01-28,5852.53883712669,"Male",4,2020,"EW"
"2449",2020-02-04,5555.48415159876,"Male",5,2020,"EW"
"2450",2020-02-11,5426.47790924762,"Male",6,2020,"EW"
"2451",2020-02-18,5477.7033367753,"Male",7,2020,"EW"
"2452",2020-02-25,5428.59504102729,"Male",8,2020,"EW"
"2453",2020-03-03,5437.01853993186,"Male",9,2020,"EW"
"2454",2020-03-10,5530.91972052818,"Male",10,2020,"EW"
"2455",2020-03-17,5525.31715521519,"Male",11,2020,"EW"
"2456",2020-03-24,5269.96909301332,"Male",12,2020,"EW"
"2457",2020-03-31,7473.6607001368,"Male",13,2020,"EW"
"2458",2020-04-07,9581.80210060859,"Male",14,2020,"EW"
"2459",2020-04-14,10833.4311889736,"Male",15,2020,"EW"
"2460",2020-04-21,11612.2311609895,"Male",16,2020,"EW"
"2461",2020-04-28,10106.8103478267,"Male",17,2020,"EW"
"2462",2020-05-05,6978.14260805398,"Male",18,2020,"EW"
"2463",2020-05-12,6708.97782054008,"Male",19,2020,"EW"
"2464",2020-05-19,6868.16185322544,"Male",20,2020,"EW"
"2465",2020-05-26,5153.79750708281,"Male",21,2020,"EW"
"2466",2020-06-02,5089.78806013451,"Male",22,2020,"EW"
"2467",2020-06-09,5213.90739523713,"Male",23,2020,"EW"
"2468",2020-06-16,4843.58818982099,"Male",24,2020,"EW"
"2469",2020-06-23,4585.59115743218,"Male",25,2020,"EW"
"2470",2020-06-30,4580.13172855461,"Male",26,2020,"EW"
"2471",2020-07-07,4530.84985837829,"Male",27,2020,"EW"
"2472",2020-07-14,4348.08982918644,"Male",28,2020,"EW"
"2473",2020-07-21,4428.44388610078,"Male",29,2020,"EW"
"2474",2020-07-28,4558.55736693507,"Male",30,2020,"EW"
"2475",2020-08-04,4521.02635461348,"Male",31,2020,"EW"
"2476",2020-08-11,4646.01359945093,"Male",32,2020,"EW"
"2477",2020-08-18,4814.828868574,"Male",33,2020,"EW"
"2478",2020-08-25,4778.47850642749,"Male",34,2020,"EW"
"2479",2020-09-01,4051.9772223339,"Male",35,2020,"EW"
"2480",2020-09-08,4530.90706487885,"Male",36,2020,"EW"
"2481",2020-09-15,5021.39160269848,"Male",37,2020,"EW"
"2482",2020-09-22,4819.3690899252,"Male",38,2020,"EW"
"2483",2020-09-29,5033.63641077885,"Male",39,2020,"EW"
"2484",2020-10-06,5090.86077716295,"Male",40,2020,"EW"
"2485",2020-10-13,5186.12164675025,"Male",41,2020,"EW"
"2486",2020-10-20,5360.53310230863,"Male",42,2020,"EW"
"2487",2020-10-27,5467.00250378181,"Male",43,2020,"EW"
"2488",2020-11-03,5813.80382133927,"Male",44,2020,"EW"
"2489",2020-11-10,6223.95422252337,"Male",45,2020,"EW"
"2490",2020-11-17,6471.01485708007,"Male",46,2020,"EW"
"2491",2020-11-24,6504.61025586235,"Male",47,2020,"EW"
"2492",2020-12-01,6371.28755970369,"Male",48,2020,"EW"
"2493",2020-12-08,6262.32696887921,"Male",49,2020,"EW"
"2494",2020-12-15,6553.60573096015,"Male",50,2020,"EW"
"2495",2020-12-22,6465.38713351917,"Male",51,2020,"EW"
"2496",2020-12-30,5719.83573357807,"Male",53,2020,"EW"
"2497",2021-01-07,9284.6523971702,"Male",1,2021,"EW"
"2498",2021-01-14,9265.23978615971,"Male",2,2021,"EW"
"2499",2021-01-21,9485.90523018036,"Male",3,2021,"EW"
"2500",2021-01-28,9402.0139286872,"Male",4,2021,"EW"
"2501",2021-02-04,8754.93118335027,"Male",5,2021,"EW"
"2502",2021-02-11,7965.55871400423,"Male",6,2021,"EW"
"2503",2021-02-18,7133.71734255645,"Male",7,2021,"EW"
"2504",2021-02-25,6497.02381081413,"Male",8,2021,"EW"
"2505",2021-03-04,5998.4381430503,"Male",9,2021,"EW"
"2506",2021-03-11,5630.18571610982,"Male",10,2021,"EW"
"2507",2021-03-18,5277.27380300593,"Male",11,2021,"EW"
"2508",2021-03-25,5192.99312434439,"Male",12,2021,"EW"
"2509",2021-04-01,4219.53212527232,"Male",13,2021,"EW"
"2510",2021-04-08,4445.94251450896,"Male",14,2021,"EW"
"2511",2021-04-15,5217.52288957918,"Male",15,2021,"EW"
"2512",2021-04-22,5023.0417289231,"Male",16,2021,"EW"
"2513",2021-04-29,5075.18191484455,"Male",17,2021,"EW"
"2514",2021-05-06,4188.02653006697,"Male",18,2021,"EW"
"2515",2021-05-13,5018.64782494586,"Male",19,2021,"EW"
"2516",2021-05-20,5133.58333632909,"Male",20,2021,"EW"
"2517",2021-05-27,4996.4590629749,"Male",21,2021,"EW"
"2518",2021-06-03,4071.96525142156,"Male",22,2021,"EW"
"2519",2021-06-10,5040.9773074314,"Male",23,2021,"EW"
"2520",2021-06-17,4862.54242847348,"Male",24,2021,"EW"
"2521",2021-06-24,4463.4360690536,"Male",25,2021,"EW"
"2522",2021-07-01,4521.52087548701,"Male",26,2021,"EW"
"2523",2021-07-08,4912.87693045568,"Male",27,2021,"EW"
"2524",2021-07-15,4943.23670881288,"Male",28,2021,"EW"
"2525",2021-07-22,4920.10917889932,"Male",29,2021,"EW"
"2526",2021-07-29,5143.41987005202,"Male",30,2021,"EW"
"2527",2021-08-05,5115.58451873483,"Male",31,2021,"EW"
"2528",2021-08-12,5233.7260200223,"Male",32,2021,"EW"
"2529",2021-08-19,5119.66592012718,"Male",33,2021,"EW"
"2530",2021-08-26,5294.45869597048,"Male",34,2021,"EW"
"2531",2021-09-02,4446.28355255071,"Male",35,2021,"EW"
"2532",2021-09-09,5531.61409091158,"Male",36,2021,"EW"
"2533",2021-09-16,5586.79652695078,"Male",37,2021,"EW"
"2534",2021-09-23,5468.67210449232,"Male",38,2021,"EW"
"2535",2021-09-30,5314.85324749956,"Male",39,2021,"EW"
"2536",2021-10-07,5553.42510959087,"Male",40,2021,"EW"
"2537",2021-10-14,5650.38508964702,"Male",41,2021,"EW"
"2538",2021-10-21,5816.02870091703,"Male",42,2021,"EW"
"2539",2021-10-28,5660.95491718082,"Male",43,2021,"EW"
"2540",2021-11-04,5812.33530382905,"Male",44,2021,"EW"
"2541",2021-11-11,6124.51727858139,"Male",45,2021,"EW"
"2542",2021-11-18,6126.32152936794,"Male",46,2021,"EW"
"2543",2021-11-25,5836.35403834982,"Male",47,2021,"EW"
"2544",2021-12-02,5841.14278370561,"Male",48,2021,"EW"
"2545",2021-12-09,6062.88240700215,"Male",49,2021,"EW"
"2546",2021-12-16,6150.03312764363,"Male",50,2021,"EW"
"2547",2021-12-23,6761.05213781726,"Male",51,2021,"EW"
"2548",2021-12-31,4913.82372247893,"Male",53,2021,"EW"
