Country,WeekEnding,Deaths,Gender,Year
NI,07/10/2019,265.1879444,All,2019
NI,14/10/2019,306.7043294,All,2019
NI,21/10/2019,300.3037759,All,2019
NI,28/10/2019,285.3458731,All,2019
NI,04/11/2019,300.3681253,All,2019
NI,11/11/2019,307.9629668,All,2019
NI,18/11/2019,354.0394827,All,2019
NI,25/11/2019,349.2726883,All,2019
NI,02/12/2019,339.2021256,All,2019
NI,09/12/2019,348.6622496,All,2019
NI,16/12/2019,375.0439196,All,2019
NI,23/12/2019,279.678107,All,2019
NI,30/12/2019,238.9579383,All,2019
NI,07/01/2020,444.7859093,All,2020
NI,14/01/2020,408.0148923,All,2020
NI,21/01/2020,377.9347041,All,2020
NI,28/01/2020,325.3046002,All,2020
NI,04/02/2020,329.7885859,All,2020
NI,11/02/2020,320.4652544,All,2020
NI,18/02/2020,291.6244491,All,2020
NI,25/02/2020,330.5267452,All,2020
NI,03/03/2020,328.4813982,All,2020
NI,10/03/2020,319.6263793,All,2020
NI,17/03/2020,297.7273702,All,2020
NI,24/03/2020,259.5078716,All,2020
NI,31/03/2020,374.9729217,All,2020
NI,07/04/2020,449.6704126,All,2020
NI,14/04/2020,420.0422211,All,2020
NI,21/04/2020,452.1373794,All,2020
NI,28/04/2020,461.0030135,All,2020
NI,05/05/2020,360.459896,All,2020
NI,12/05/2020,371.5539039,All,2020
NI,19/05/2020,362.4819227,All,2020
NI,26/05/2020,312.3463938,All,2020
NI,02/06/2020,311.596059,All,2020
NI,09/06/2020,295.8903614,All,2020
NI,16/06/2020,289.5655273,All,2020
NI,23/06/2020,292.8970921,All,2020
NI,30/06/2020,291.3533931,All,2020
NI,07/07/2020,286.1587233,All,2020
NI,14/07/2020,245.3848917,All,2020
NI,21/07/2020,279.4941299,All,2020
NI,28/07/2020,292.4024371,All,2020
NI,04/08/2020,273.4238184,All,2020
NI,11/08/2020,277.371677,All,2020
NI,18/08/2020,296.427666,All,2020
NI,25/08/2020,319.433694,All,2020
NI,01/09/2020,255.0008235,All,2020
NI,08/09/2020,261.7904175,All,2020
NI,15/09/2020,318.0036874,All,2020
NI,22/09/2020,323.8391477,All,2020
NI,29/09/2020,320.8467187,All,2020
NI,06/10/2020,351.0305373,All,2020
NI,13/10/2020,295.990316,All,2020
NI,20/10/2020,340.0694234,All,2020
NI,27/10/2020,388.1897163,All,2020
NI,03/11/2020,371.2591748,All,2020
NI,10/11/2020,400.0884534,All,2020
NI,17/11/2020,407.5182071,All,2020
NI,24/11/2020,362.1011089,All,2020
NI,01/12/2020,368.7479112,All,2020
NI,08/12/2020,380.2745933,All,2020
NI,15/12/2020,356.3636281,All,2020
NI,22/12/2020,331.3292035,All,2020
NI,29/12/2020,291.0425902,All,2020
NI,07/01/2021,657.1102585,All,2021
NI,14/01/2021,460.3299385,All,2021
NI,21/01/2021,468.5897508,All,2021
NI,28/01/2021,440.3722827,All,2021
NI,04/02/2021,462.4808853,All,2021
NI,11/02/2021,394.3339137,All,2021
NI,18/02/2021,351.9356463,All,2021
NI,25/02/2021,354.04595,All,2021
NI,04/03/2021,319.3003789,All,2021
NI,11/03/2021,342.8370826,All,2021
NI,18/03/2021,259.6078506,All,2021
NI,25/03/2021,297.6702905,All,2021
NI,01/04/2021,295.9762934,All,2021
NI,08/04/2021,245.9026698,All,2021
NI,15/04/2021,281.9844558,All,2021
NI,22/04/2021,305.0662125,All,2021
NI,29/04/2021,295.0626476,All,2021
NI,06/05/2021,268.1875704,All,2021
NI,13/05/2021,318.6564584,All,2021
NI,20/05/2021,325.7376162,All,2021
NI,27/05/2021,268.6117357,All,2021
NI,03/06/2021,280.6754992,All,2021
NI,10/06/2021,264.9107572,All,2021
NI,17/06/2021,304.4569822,All,2021
NI,24/06/2021,323.9726842,All,2021
NI,01/07/2021,273.529832,All,2021
NI,08/07/2021,300.0071131,All,2021
NI,15/07/2021,233.8032316,All,2021
NI,22/07/2021,297.3601353,All,2021
NI,29/07/2021,293.4675974,All,2021
NI,05/08/2021,336.6995043,All,2021
NI,12/08/2021,332.1308868,All,2021
NI,19/08/2021,344.5145578,All,2021
NI,26/08/2021,302.326917,All,2021
NI,02/09/2021,330.6267538,All,2021
NI,09/09/2021,373.8657761,All,2021
NI,16/09/2021,377.5136402,All,2021
NI,23/09/2021,349.3070683,All,2021
NI,30/09/2021,379.7741216,All,2021
NI,07/10/2021,335.6605854,All,2021
NI,14/10/2021,336.1024874,All,2021
NI,21/10/2021,316.5737799,All,2021
NI,28/10/2021,315.6053083,All,2021
NI,04/11/2021,362.8038206,All,2021
NI,11/11/2021,403.6283888,All,2021
NI,18/11/2021,375.4144028,All,2021
NI,25/11/2021,410.1017553,All,2021
NI,02/12/2021,383.8287219,All,2021
NI,09/12/2021,368.1139693,All,2021
NI,16/12/2021,363.5084039,All,2021
NI,23/12/2021,353.225593,All,2021
NI,30/12/2021,263.8545301,All,2021
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
