year,num_week,true_death,fit_death,lower,upper,excess_death
2021,27,1087,1020.1241877008122,815.998,1260.0010000000002,66.87581229918783
2021,28,1127,1015.2408935975445,802.994,1244,111.75910640245547
2021,29,1126,1010.3843884229123,789.9979999999999,1241.0030000000006,115.61561157708775
2021,30,1155,1005.554553240741,806.996,1244.005000000001,149.44544675925897
2021,31,1073,1016.6810982320419,808.995,1272.0040000000008,56.318901767958096
2021,32,1099,1011.8282096537995,797.9970000000001,1254.0020000000004,87.17179034620051
2021,33,1171,1007.0020542264767,795.9979999999999,1233,163.99794577352327
2021,34,1129,1002.2025118781332,782.999,1266.0060000000012,126.79748812186676
2021,35,1180,978.9018610525326,768.995,1212.0070000000014,201.09813894746742
2021,36,1130,1036.3768858042704,822.983,1272.0030000000006,93.62311419572961
2021,37,1259,1031.448689368933,830.993,1289.0030000000006,227.55131063106705
2021,38,1228,1026.5477781025804,810.998,1260.0080000000016,201.45222189741958
2021,39,1255,1084.7178229012345,858,1313.0070000000014,170.2821770987655
2021,40,1368,1079.572036253588,877.996,1309.0080000000016,288.42796374641193
2021,41,1345,1074.4548233121252,855.9839999999999,1321.0010000000002,270.5451766878748
2021,42,1323,1069.3660528555934,835.9960000000001,1302.005000000001,253.63394714440665
2021,43,1342,1064.3055939133806,851.991,1323.0110000000022,277.69440608661944
2021,44,1298,1134.4973483283175,916.9970000000001,1386.0020000000004,163.50265167168254
2021,45,1338,1129.1377465229293,887.998,1385.0040000000008,208.86225347707068
2021,46,1277,1123.808047600648,903.9979999999999,1380.024000000005,153.19195239935198
2021,47,1286,1118.508112400801,905.999,1354.0030000000006,167.4918875991989
2021,48,1333,1218.1138773810108,997.997,1466.0040000000008,114.88612261898925
2021,49,1326,1212.3793249452817,976.999,1501,113.62067505471828
