"","Date","All","WeekNumber","Nation","Year","Female","Male"
"1243",2018-11-25,59247196.9123288,47,"EW",2018,29964126.230137,29283070.6821918
"1244",2018-12-02,59253411.2054795,48,"EW",2018,29967132.8356164,29286278.369863
"1245",2018-12-09,59259625.4986301,49,"EW",2018,29970139.4410959,29289486.0575342
"1246",2018-12-16,59265839.7917808,50,"EW",2018,29973146.0465753,29292693.7452055
"1247",2018-12-23,59272054.0849315,51,"EW",2018,29976152.6520548,29295901.4328767
"1248",2018-12-31,59279156.1342466,52,"EW",2018,29979588.7726027,29299567.3616438
"1249",2019-01-07,59285370.4273973,1,"EW",2019,29982595.3780822,29302775.0493151
"1250",2019-01-14,59291584.7205479,2,"EW",2019,29985601.9835616,29305982.7369863
"1251",2019-01-21,59297799.0136986,3,"EW",2019,29988608.5890411,29309190.4246575
"1252",2019-01-28,59304013.3068493,4,"EW",2019,29991615.1945205,29312398.1123288
"1253",2019-02-04,59310227.6,5,"EW",2019,29994621.8,29315605.8
"1254",2019-02-11,59316441.8931507,6,"EW",2019,29997628.4054795,29318813.4876712
"1255",2019-02-18,59322656.1863014,7,"EW",2019,30000635.0109589,29322021.1753425
"1256",2019-02-25,59328870.4794521,8,"EW",2019,30003641.6164384,29325228.8630137
"1257",2019-03-04,59335084.7726027,9,"EW",2019,30006648.2219178,29328436.5506849
"1258",2019-03-11,59341299.0657534,10,"EW",2019,30009654.8273973,29331644.2383562
"1259",2019-03-18,59347513.3589041,11,"EW",2019,30012661.4328767,29334851.9260274
"1260",2019-03-25,59353727.6520548,12,"EW",2019,30015668.0383562,29338059.6136986
"1261",2019-04-01,59359941.9452055,13,"EW",2019,30018674.6438356,29341267.3013699
"1262",2019-04-08,59366156.2383562,14,"EW",2019,30021681.2493151,29344474.9890411
"1263",2019-04-15,59372370.5315069,15,"EW",2019,30024687.8547945,29347682.6767123
"1264",2019-04-22,59378584.8246575,16,"EW",2019,30027694.460274,29350890.3643836
"1265",2019-04-29,59384799.1178082,17,"EW",2019,30030701.0657534,29354098.0520548
"1266",2019-05-06,59391013.4109589,18,"EW",2019,30033707.6712329,29357305.739726
"1267",2019-05-13,59397227.7041096,19,"EW",2019,30036714.2767123,29360513.4273973
"1268",2019-05-20,59403441.9972603,20,"EW",2019,30039720.8821918,29363721.1150685
"1269",2019-05-27,59409656.290411,21,"EW",2019,30042727.4876712,29366928.8027397
"1270",2019-06-03,59415870.5835616,22,"EW",2019,30045734.0931507,29370136.490411
"1271",2019-06-10,59422084.8767123,23,"EW",2019,30048740.6986301,29373344.1780822
"1272",2019-06-17,59428299.169863,24,"EW",2019,30051747.3041096,29376551.8657534
"1273",2019-06-24,59434513.4630137,25,"EW",2019,30054753.909589,29379759.5534247
"1274",2019-07-01,59440604.7103825,26,"EW",2019,30057648.079235,29382956.6311475
"1275",2019-07-08,59445957.6830601,27,"EW",2019,30059867.6338798,29386090.0491803
"1276",2019-07-15,59451310.6557377,28,"EW",2019,30062087.1885246,29389223.4672131
"1277",2019-07-22,59456663.6284153,29,"EW",2019,30064306.7431694,29392356.8852459
"1278",2019-07-29,59462016.6010929,30,"EW",2019,30066526.2978142,29395490.3032787
"1279",2019-08-05,59467369.5737705,31,"EW",2019,30068745.852459,29398623.7213115
"1280",2019-08-12,59472722.5464481,32,"EW",2019,30070965.4071038,29401757.1393443
"1281",2019-08-19,59478075.5191257,33,"EW",2019,30073184.9617486,29404890.557377
"1282",2019-08-26,59483428.4918033,34,"EW",2019,30075404.5163934,29408023.9754098
"1283",2019-09-02,59488781.4644809,35,"EW",2019,30077624.0710382,29411157.3934426
"1284",2019-09-09,59494134.4371585,36,"EW",2019,30079843.6256831,29414290.8114754
"1285",2019-09-16,59499487.4098361,37,"EW",2019,30082063.1803279,29417424.2295082
"1286",2019-09-23,59504840.3825137,38,"EW",2019,30084282.7349727,29420557.647541
"1287",2019-09-30,59510193.3551913,39,"EW",2019,30086502.2896175,29423691.0655738
"1288",2019-10-07,59515546.3278688,40,"EW",2019,30088721.8442623,29426824.4836066
"1289",2019-10-14,59520899.3005464,41,"EW",2019,30090941.3989071,29429957.9016393
"1290",2019-10-21,59526252.273224,42,"EW",2019,30093160.9535519,29433091.3196721
"1291",2019-10-28,59531605.2459016,43,"EW",2019,30095380.5081967,29436224.7377049
"1292",2019-11-04,59536958.2185792,44,"EW",2019,30097600.0628415,29439358.1557377
"1293",2019-11-11,59542311.1912568,45,"EW",2019,30099819.6174863,29442491.5737705
"1294",2019-11-18,59547664.1639344,46,"EW",2019,30102039.1721311,29445624.9918033
"1295",2019-11-25,59553017.136612,47,"EW",2019,30104258.726776,29448758.4098361
"1296",2019-12-02,59558370.1092896,48,"EW",2019,30106478.2814208,29451891.8278689
"1297",2019-12-09,59563723.0819672,49,"EW",2019,30108697.8360656,29455025.2459016
"1298",2019-12-16,59569076.0546448,50,"EW",2019,30110917.3907104,29458158.6639344
"1299",2019-12-23,59574429.0273224,51,"EW",2019,30113136.9453552,29461292.0819672
"1300",2019-12-31,59580546.7103825,52,"EW",2019,30115673.579235,29464873.1311475
"1301",2020-01-07,59585899.6830601,1,"EW",2020,30117893.1338798,29468006.5491803
"1302",2020-01-14,59591252.6557377,2,"EW",2020,30120112.6885246,29471139.9672131
"1303",2020-01-21,59596605.6284153,3,"EW",2020,30122332.2431694,29474273.3852459
"1304",2020-01-28,59601958.6010929,4,"EW",2020,30124551.7978142,29477406.8032787
"1305",2020-02-04,59607311.5737705,5,"EW",2020,30126771.352459,29480540.2213115
"1306",2020-02-11,59612664.5464481,6,"EW",2020,30128990.9071038,29483673.6393443
"1307",2020-02-18,59618017.5191257,7,"EW",2020,30131210.4617486,29486807.057377
"1308",2020-02-25,59623370.4918033,8,"EW",2020,30133430.0163934,29489940.4754098
"1309",2020-03-03,59628723.4644809,9,"EW",2020,30135649.5710382,29493073.8934426
"1310",2020-03-10,59634076.4371585,10,"EW",2020,30137869.1256831,29496207.3114754
"1311",2020-03-17,59639429.4098361,11,"EW",2020,30140088.6803279,29499340.7295082
"1312",2020-03-24,59644782.3825137,12,"EW",2020,30142308.2349727,29502474.147541
"1313",2020-03-31,59650135.3551913,13,"EW",2020,30144527.7896175,29505607.5655738
"1314",2020-04-07,59655488.3278688,14,"EW",2020,30146747.3442623,29508740.9836066
"1315",2020-04-14,59660841.3005464,15,"EW",2020,30148966.8989071,29511874.4016393
"1316",2020-04-21,59666194.273224,16,"EW",2020,30151186.4535519,29515007.8196721
"1317",2020-04-28,59671547.2459016,17,"EW",2020,30153406.0081967,29518141.2377049
"1318",2020-05-05,59676900.2185792,18,"EW",2020,30155625.5628415,29521274.6557377
"1319",2020-05-12,59682253.1912568,19,"EW",2020,30157845.1174863,29524408.0737705
"1320",2020-05-19,59687606.1639344,20,"EW",2020,30160064.6721311,29527541.4918033
"1321",2020-05-26,59692959.136612,21,"EW",2020,30162284.226776,29530674.9098361
"1322",2020-06-02,59698312.1092896,22,"EW",2020,30164503.7814208,29533808.3278689
"1323",2020-06-09,59703665.0819672,23,"EW",2020,30166723.3360656,29536941.7459016
"1324",2020-06-16,59709018.0546448,24,"EW",2020,30168942.8907104,29540075.1639344
"1325",2020-06-23,59714371.0273224,25,"EW",2020,30171162.4453552,29543208.5819672
"1326",2020-06-30,59719724,26,"EW",2020,30173382,29546342
"1327",2020-07-07,59718230.1232877,27,"EW",2020,30178490.3890411,29539739.7342466
"1328",2020-07-14,59716736.2465753,28,"EW",2020,30183598.7780822,29533137.4684932
"1329",2020-07-21,59715242.369863,29,"EW",2020,30188707.1671233,29526535.2027397
"1330",2020-07-28,59713748.4931507,30,"EW",2020,30193815.5561644,29519932.9369863
"1331",2020-08-04,59712254.6164384,31,"EW",2020,30198923.9452055,29513330.6712329
"1332",2020-08-11,59710760.739726,32,"EW",2020,30204032.3342466,29506728.4054795
"1333",2020-08-18,59709266.8630137,33,"EW",2020,30209140.7232877,29500126.139726
"1334",2020-08-25,59707772.9863014,34,"EW",2020,30214249.1123288,29493523.8739726
"1335",2020-09-01,59706279.109589,35,"EW",2020,30219357.5013699,29486921.6082192
"1336",2020-09-08,59704785.2328767,36,"EW",2020,30224465.890411,29480319.3424658
"1337",2020-09-15,59703291.3561644,37,"EW",2020,30229574.2794521,29473717.0767123
"1338",2020-09-22,59701797.4794521,38,"EW",2020,30234682.6684932,29467114.8109589
"1339",2020-09-29,59700303.6027397,39,"EW",2020,30239791.0575342,29460512.5452055
"1340",2020-10-06,59698809.7260274,40,"EW",2020,30244899.4465753,29453910.2794521
"1341",2020-10-13,59697315.8493151,41,"EW",2020,30250007.8356164,29447308.0136986
"1342",2020-10-20,59695821.9726027,42,"EW",2020,30255116.2246575,29440705.7479452
"1343",2020-10-27,59694328.0958904,43,"EW",2020,30260224.6136986,29434103.4821918
"1344",2020-11-03,59692834.2191781,44,"EW",2020,30265333.0027397,29427501.2164384
"1345",2020-11-10,59691340.3424658,45,"EW",2020,30270441.3917808,29420898.9506849
"1346",2020-11-17,59689846.4657534,46,"EW",2020,30275549.7808219,29414296.6849315
"1347",2020-11-24,59688352.5890411,47,"EW",2020,30280658.169863,29407694.4191781
"1348",2020-12-01,59686858.7123288,48,"EW",2020,30285766.5589041,29401092.1534247
"1349",2020-12-08,59685364.8356164,49,"EW",2020,30290874.9479452,29394489.8876712
"1350",2020-12-15,59683870.9589041,50,"EW",2020,30295983.3369863,29387887.6219178
"1351",2020-12-22,59682377.0821918,51,"EW",2020,30301091.7260274,29381285.3561644
"1352",2020-12-30,59680669.7945205,52,"EW",2020,30306929.8849315,29373739.909589
"1353",2021-01-07,59678962.5068493,1,"EW",2021,30312768.0438356,29366194.4630137
"1354",2021-01-14,59677468.630137,2,"EW",2021,30317876.4328767,29359592.1972603
"1355",2021-01-21,59675974.7534247,3,"EW",2021,30322984.8219178,29352989.9315068
"1356",2021-01-28,59674480.8767123,4,"EW",2021,30328093.2109589,29346387.6657534
"1357",2021-02-04,59672987,5,"EW",2021,30333201.6,29339785.4
"1358",2021-02-11,59671493.1232877,6,"EW",2021,30338309.9890411,29333183.1342466
"1359",2021-02-18,59669999.2465753,7,"EW",2021,30343418.3780822,29326580.8684932
"1360",2021-02-25,59668505.369863,8,"EW",2021,30348526.7671233,29319978.6027397
"1361",2021-03-04,59667011.4931507,9,"EW",2021,30353635.1561644,29313376.3369863
"1362",2021-03-11,59665517.6164384,10,"EW",2021,30358743.5452055,29306774.0712329
"1363",2021-03-18,59664023.739726,11,"EW",2021,30363851.9342466,29300171.8054795
"1364",2021-03-25,59662529.8630137,12,"EW",2021,30368960.3232877,29293569.539726
"1365",2021-04-01,59661035.9863014,13,"EW",2021,30374068.7123288,29286967.2739726
"1366",2021-04-08,59659542.109589,14,"EW",2021,30379177.1013699,29280365.0082192
"1367",2021-04-15,59658048.2328767,15,"EW",2021,30384285.490411,29273762.7424658
"1368",2021-04-22,59656554.3561644,16,"EW",2021,30389393.8794521,29267160.4767123
"1369",2021-04-29,59655060.4794521,17,"EW",2021,30394502.2684931,29260558.2109589
"1370",2021-05-06,59653566.6027397,18,"EW",2021,30399610.6575342,29253955.9452055
"1371",2021-05-13,59652072.7260274,19,"EW",2021,30404719.0465753,29247353.6794521
"1372",2021-05-20,59650578.8493151,20,"EW",2021,30409827.4356164,29240751.4136986
"1373",2021-05-27,59649084.9726027,21,"EW",2021,30414935.8246575,29234149.1479452
"1374",2021-06-03,59647591.0958904,22,"EW",2021,30420044.2136986,29227546.8821918
"1375",2021-06-10,59646097.2191781,23,"EW",2021,30425152.6027397,29220944.6164384
"1376",2021-06-17,59644603.3424658,24,"EW",2021,30430260.9917808,29214342.3506849
"1377",2021-06-24,59643109.4657534,25,"EW",2021,30435369.3808219,29207740.0849315
"1378",2021-07-01,59643462.4493151,26,"EW",2021,30440515.4410959,29202947.0082192
"1379",2021-07-08,59654896.5945205,27,"EW",2021,30445887.5287671,29209009.0657534
"1380",2021-07-15,59666330.739726,28,"EW",2021,30451259.6164384,29215071.1232877
"1381",2021-07-22,59677764.8849315,29,"EW",2021,30456631.7041096,29221133.1808219
"1382",2021-07-29,59689199.030137,30,"EW",2021,30462003.7917808,29227195.2383562
"1383",2021-08-05,59700633.1753425,31,"EW",2021,30467375.8794521,29233257.2958904
"1384",2021-08-12,59712067.3205479,32,"EW",2021,30472747.9671233,29239319.3534247
"1385",2021-08-19,59723501.4657534,33,"EW",2021,30478120.0547945,29245381.4109589
"1386",2021-08-26,59734935.6109589,34,"EW",2021,30483492.1424658,29251443.4684932
"1387",2021-09-02,59746369.7561644,35,"EW",2021,30488864.230137,29257505.5260274
"1388",2021-09-09,59757803.9013699,36,"EW",2021,30494236.3178082,29263567.5835616
"1389",2021-09-16,59769238.0465753,37,"EW",2021,30499608.4054795,29269629.6410959
"1390",2021-09-23,59780672.1917808,38,"EW",2021,30504980.4931507,29275691.6986301
"1391",2021-09-30,59792106.3369863,39,"EW",2021,30510352.5808219,29281753.7561644
"1392",2021-10-07,59803540.4821918,40,"EW",2021,30515724.6684932,29287815.8136986
"1393",2021-10-14,59814974.6273973,41,"EW",2021,30521096.7561644,29293877.8712329
"1394",2021-10-21,59826408.7726027,42,"EW",2021,30526468.8438356,29299939.9287671
"1395",2021-10-28,59837842.9178082,43,"EW",2021,30531840.9315068,29306001.9863014
"1396",2021-11-04,59849277.0630137,44,"EW",2021,30537213.0191781,29312064.0438356
"1397",2021-11-11,59860711.2082192,45,"EW",2021,30542585.1068493,29318126.1013699
"1398",2021-11-18,59872145.3534247,46,"EW",2021,30547957.1945205,29324188.1589041
"1399",2021-11-25,59883579.4986301,47,"EW",2021,30553329.2821918,29330250.2164384
"1400",2021-12-02,59895013.6438356,48,"EW",2021,30558701.369863,29336312.2739726
"1401",2021-12-09,59906447.7890411,49,"EW",2021,30564073.4575342,29342374.3315068
"1402",2021-12-16,59917881.9342466,50,"EW",2021,30569445.5452055,29348436.3890411
"1403",2021-12-23,59929316.0794521,51,"EW",2021,30574817.6328767,29354498.4465753
"1404",2021-12-31,59942383.6739726,52,"EW",2021,30580957.1616438,29361426.5123288
"1405",2013-01-07,63916139.8164384,1,"UK",2013,0,0
"1406",2013-01-14,63923841.3123288,2,"UK",2013,0,0
"1407",2013-01-21,63931542.8082192,3,"UK",2013,0,0
"1408",2013-01-28,63939244.3041096,4,"UK",2013,0,0
"1409",2013-02-04,63946945.8,5,"UK",2013,0,0
"1410",2013-02-11,63954647.2958904,6,"UK",2013,0,0
"1411",2013-02-18,63962348.7917808,7,"UK",2013,0,0
"1412",2013-02-25,63970050.2876712,8,"UK",2013,0,0
"1413",2013-03-04,63977751.7835616,9,"UK",2013,0,0
"1414",2013-03-11,63985453.2794521,10,"UK",2013,0,0
"1415",2013-03-18,63993154.7753425,11,"UK",2013,0,0
"1416",2013-03-25,64000856.2712329,12,"UK",2013,0,0
"1417",2013-04-01,64008557.7671233,13,"UK",2013,0,0
"1418",2013-04-08,64016259.2630137,14,"UK",2013,0,0
"1419",2013-04-15,64023960.7589041,15,"UK",2013,0,0
"1420",2013-04-22,64031662.2547945,16,"UK",2013,0,0
"1421",2013-04-29,64039363.7506849,17,"UK",2013,0,0
"1422",2013-05-06,64047065.2465753,18,"UK",2013,0,0
"1423",2013-05-13,64054766.7424658,19,"UK",2013,0,0
"1424",2013-05-20,64062468.2383562,20,"UK",2013,0,0
"1425",2013-05-27,64070169.7342466,21,"UK",2013,0,0
"1426",2013-06-03,64077871.230137,22,"UK",2013,0,0
"1427",2013-06-10,64085572.7260274,23,"UK",2013,0,0
"1428",2013-06-17,64093274.2219178,24,"UK",2013,0,0
"1429",2013-06-24,64100975.7178082,25,"UK",2013,0,0
"1430",2013-07-01,64108924.4219178,26,"UK",2013,0,0
"1431",2013-07-08,64118356.3753425,27,"UK",2013,0,0
"1432",2013-07-15,64127788.3287671,28,"UK",2013,0,0
"1433",2013-07-22,64137220.2821918,29,"UK",2013,0,0
"1434",2013-07-29,64146652.2356164,30,"UK",2013,0,0
"1435",2013-08-05,64156084.1890411,31,"UK",2013,0,0
"1436",2013-08-12,64165516.1424658,32,"UK",2013,0,0
"1437",2013-08-19,64174948.0958904,33,"UK",2013,0,0
"1438",2013-08-26,64184380.0493151,34,"UK",2013,0,0
"1439",2013-09-02,64193812.0027397,35,"UK",2013,0,0
"1440",2013-09-09,64203243.9561644,36,"UK",2013,0,0
"1441",2013-09-16,64212675.909589,37,"UK",2013,0,0
"1442",2013-09-23,64222107.8630137,38,"UK",2013,0,0
"1443",2013-09-30,64231539.8164384,39,"UK",2013,0,0
"1444",2013-10-07,64240971.769863,40,"UK",2013,0,0
"1445",2013-10-14,64250403.7232877,41,"UK",2013,0,0
"1446",2013-10-21,64259835.6767123,42,"UK",2013,0,0
"1447",2013-10-28,64269267.630137,43,"UK",2013,0,0
"1448",2013-11-04,64278699.5835616,44,"UK",2013,0,0
"1449",2013-11-11,64288131.5369863,45,"UK",2013,0,0
"1450",2013-11-18,64297563.490411,46,"UK",2013,0,0
"1451",2013-11-25,64306995.4438356,47,"UK",2013,0,0
"1452",2013-12-02,64316427.3972603,48,"UK",2013,0,0
"1453",2013-12-09,64325859.3506849,49,"UK",2013,0,0
"1454",2013-12-16,64335291.3041096,50,"UK",2013,0,0
"1455",2013-12-23,64344723.2575342,51,"UK",2013,0,0
"1456",2013-12-31,64355502.6328767,52,"UK",2013,0,0
"1457",2014-01-07,64364934.5863014,1,"UK",2014,0,0
"1458",2014-01-14,64374366.539726,2,"UK",2014,0,0
"1459",2014-01-21,64383798.4931507,3,"UK",2014,0,0
"1460",2014-01-28,64393230.4465753,4,"UK",2014,0,0
"1461",2014-02-04,64402662.4,5,"UK",2014,0,0
"1462",2014-02-11,64412094.3534247,6,"UK",2014,0,0
"1463",2014-02-18,64421526.3068493,7,"UK",2014,0,0
"1464",2014-02-25,64430958.260274,8,"UK",2014,0,0
"1465",2014-03-04,64440390.2136986,9,"UK",2014,0,0
"1466",2014-03-11,64449822.1671233,10,"UK",2014,0,0
"1467",2014-03-18,64459254.120548,11,"UK",2014,0,0
"1468",2014-03-25,64468686.0739726,12,"UK",2014,0,0
"1469",2014-04-01,64478118.0273973,13,"UK",2014,0,0
"1470",2014-04-08,64487549.9808219,14,"UK",2014,0,0
"1471",2014-04-15,64496981.9342466,15,"UK",2014,0,0
"1472",2014-04-22,64506413.8876712,16,"UK",2014,0,0
"1473",2014-04-29,64515845.8410959,17,"UK",2014,0,0
"1474",2014-05-06,64525277.7945205,18,"UK",2014,0,0
"1475",2014-05-13,64534709.7479452,19,"UK",2014,0,0
"1476",2014-05-20,64544141.7013699,20,"UK",2014,0,0
"1477",2014-05-27,64553573.6547945,21,"UK",2014,0,0
"1478",2014-06-03,64563005.6082192,22,"UK",2014,0,0
"1479",2014-06-10,64572437.5616438,23,"UK",2014,0,0
"1480",2014-06-17,64581869.5150685,24,"UK",2014,0,0
"1481",2014-06-24,64591301.4684931,25,"UK",2014,0,0
"1482",2014-07-01,64600794.1013699,26,"UK",2014,0,0
"1483",2014-07-08,64610650.8109589,27,"UK",2014,0,0
"1484",2014-07-15,64620507.5205479,28,"UK",2014,0,0
"1485",2014-07-22,64630364.230137,29,"UK",2014,0,0
"1486",2014-07-29,64640220.939726,30,"UK",2014,0,0
"1487",2014-08-05,64650077.6493151,31,"UK",2014,0,0
"1488",2014-08-12,64659934.3589041,32,"UK",2014,0,0
"1489",2014-08-19,64669791.0684932,33,"UK",2014,0,0
"1490",2014-08-26,64679647.7780822,34,"UK",2014,0,0
"1491",2014-09-02,64689504.4876712,35,"UK",2014,0,0
"1492",2014-09-09,64699361.1972603,36,"UK",2014,0,0
"1493",2014-09-16,64709217.9068493,37,"UK",2014,0,0
"1494",2014-09-23,64719074.6164384,38,"UK",2014,0,0
"1495",2014-09-30,64728931.3260274,39,"UK",2014,0,0
"1496",2014-10-07,64738788.0356164,40,"UK",2014,0,0
"1497",2014-10-14,64748644.7452055,41,"UK",2014,0,0
"1498",2014-10-21,64758501.4547945,42,"UK",2014,0,0
"1499",2014-10-28,64768358.1643836,43,"UK",2014,0,0
"1500",2014-11-04,64778214.8739726,44,"UK",2014,0,0
"1501",2014-11-11,64788071.5835616,45,"UK",2014,0,0
"1502",2014-11-18,64797928.2931507,46,"UK",2014,0,0
"1503",2014-11-25,64807785.0027397,47,"UK",2014,0,0
"1504",2014-12-02,64817641.7123288,48,"UK",2014,0,0
"1505",2014-12-09,64827498.4219178,49,"UK",2014,0,0
"1506",2014-12-16,64837355.1315068,50,"UK",2014,0,0
"1507",2014-12-23,64847211.8410959,51,"UK",2014,0,0
"1508",2014-12-31,64858476.6520548,52,"UK",2014,0,0
"1509",2015-01-07,64868333.3616438,1,"UK",2015,0,0
"1510",2015-01-14,64878190.0712329,2,"UK",2015,0,0
"1511",2015-01-21,64888046.7808219,3,"UK",2015,0,0
"1512",2015-01-28,64897903.490411,4,"UK",2015,0,0
"1513",2015-02-04,64907760.2,5,"UK",2015,0,0
"1514",2015-02-11,64917616.909589,6,"UK",2015,0,0
"1515",2015-02-18,64927473.6191781,7,"UK",2015,0,0
"1516",2015-02-25,64937330.3287671,8,"UK",2015,0,0
"1517",2015-03-04,64947187.0383562,9,"UK",2015,0,0
"1518",2015-03-11,64957043.7479452,10,"UK",2015,0,0
"1519",2015-03-18,64966900.4575342,11,"UK",2015,0,0
"1520",2015-03-25,64976757.1671233,12,"UK",2015,0,0
"1521",2015-04-01,64986613.8767123,13,"UK",2015,0,0
"1522",2015-04-08,64996470.5863014,14,"UK",2015,0,0
"1523",2015-04-15,65006327.2958904,15,"UK",2015,0,0
"1524",2015-04-22,65016184.0054794,16,"UK",2015,0,0
"1525",2015-04-29,65026040.7150685,17,"UK",2015,0,0
"1526",2015-05-06,65035897.4246575,18,"UK",2015,0,0
"1527",2015-05-13,65045754.1342466,19,"UK",2015,0,0
"1528",2015-05-20,65055610.8438356,20,"UK",2015,0,0
"1529",2015-05-27,65065467.5534247,21,"UK",2015,0,0
"1530",2015-06-03,65075324.2630137,22,"UK",2015,0,0
"1531",2015-06-10,65085180.9726027,23,"UK",2015,0,0
"1532",2015-06-17,65095037.6821918,24,"UK",2015,0,0
"1533",2015-06-24,65104894.3917808,25,"UK",2015,0,0
"1534",2015-07-01,65114814.8551913,26,"UK",2015,0,0
"1535",2015-07-08,65125117.8415301,27,"UK",2015,0,0
"1536",2015-07-15,65135420.8278688,28,"UK",2015,0,0
"1537",2015-07-22,65145723.8142076,29,"UK",2015,0,0
"1538",2015-07-29,65156026.8005465,30,"UK",2015,0,0
"1539",2015-08-05,65166329.7868852,31,"UK",2015,0,0
"1540",2015-08-12,65176632.773224,32,"UK",2015,0,0
"1541",2015-08-19,65186935.7595628,33,"UK",2015,0,0
"1542",2015-08-26,65197238.7459016,34,"UK",2015,0,0
"1543",2015-09-02,65207541.7322404,35,"UK",2015,0,0
"1544",2015-09-09,65217844.7185792,36,"UK",2015,0,0
"1545",2015-09-16,65228147.704918,37,"UK",2015,0,0
"1546",2015-09-23,65238450.6912568,38,"UK",2015,0,0
"1547",2015-09-30,65248753.6775956,39,"UK",2015,0,0
"1548",2015-10-07,65259056.6639344,40,"UK",2015,0,0
"1549",2015-10-14,65269359.6502732,41,"UK",2015,0,0
"1550",2015-10-21,65279662.636612,42,"UK",2015,0,0
"1551",2015-10-28,65289965.6229508,43,"UK",2015,0,0
"1552",2015-11-04,65300268.6092896,44,"UK",2015,0,0
"1553",2015-11-11,65310571.5956284,45,"UK",2015,0,0
"1554",2015-11-18,65320874.5819672,46,"UK",2015,0,0
"1555",2015-11-25,65331177.568306,47,"UK",2015,0,0
"1556",2015-12-02,65341480.5546448,48,"UK",2015,0,0
"1557",2015-12-09,65351783.5409836,49,"UK",2015,0,0
"1558",2015-12-16,65362086.5273224,50,"UK",2015,0,0
"1559",2015-12-23,65372389.5136612,51,"UK",2015,0,0
"1560",2015-12-31,65384164.3551913,52,"UK",2015,0,0
"1561",2016-01-07,65394467.3415301,1,"UK",2016,0,0
"1562",2016-01-14,65404770.3278688,2,"UK",2016,0,0
"1563",2016-01-21,65415073.3142076,3,"UK",2016,0,0
"1564",2016-01-28,65425376.3005465,4,"UK",2016,0,0
"1565",2016-02-04,65435679.2868852,5,"UK",2016,0,0
"1566",2016-02-11,65445982.273224,6,"UK",2016,0,0
"1567",2016-02-18,65456285.2595628,7,"UK",2016,0,0
"1568",2016-02-25,65466588.2459016,8,"UK",2016,0,0
"1569",2016-03-03,65476891.2322404,9,"UK",2016,0,0
"1570",2016-03-10,65487194.2185792,10,"UK",2016,0,0
"1571",2016-03-17,65497497.204918,11,"UK",2016,0,0
"1572",2016-03-24,65507800.1912568,12,"UK",2016,0,0
"1573",2016-03-31,65518103.1775956,13,"UK",2016,0,0
"1574",2016-04-07,65528406.1639344,14,"UK",2016,0,0
"1575",2016-04-14,65538709.1502732,15,"UK",2016,0,0
"1576",2016-04-21,65549012.136612,16,"UK",2016,0,0
"1577",2016-04-28,65559315.1229508,17,"UK",2016,0,0
"1578",2016-05-05,65569618.1092896,18,"UK",2016,0,0
"1579",2016-05-12,65579921.0956284,19,"UK",2016,0,0
"1580",2016-05-19,65590224.0819672,20,"UK",2016,0,0
"1581",2016-05-26,65600527.068306,21,"UK",2016,0,0
"1582",2016-06-02,65610830.0546448,22,"UK",2016,0,0
"1583",2016-06-09,65621133.0409836,23,"UK",2016,0,0
"1584",2016-06-16,65631436.0273224,24,"UK",2016,0,0
"1585",2016-06-23,65641739.0136612,25,"UK",2016,0,0
"1586",2016-06-30,65652042,26,"UK",2016,0,0
"1587",2016-07-07,65659569.9917808,27,"UK",2016,0,0
"1588",2016-07-14,65667097.9835616,28,"UK",2016,0,0
"1589",2016-07-21,65674625.9753425,29,"UK",2016,0,0
"1590",2016-07-28,65682153.9671233,30,"UK",2016,0,0
"1591",2016-08-04,65689681.9589041,31,"UK",2016,0,0
"1592",2016-08-11,65697209.9506849,32,"UK",2016,0,0
"1593",2016-08-18,65704737.9424658,33,"UK",2016,0,0
"1594",2016-08-25,65712265.9342466,34,"UK",2016,0,0
"1595",2016-09-01,65719793.9260274,35,"UK",2016,0,0
"1596",2016-09-08,65727321.9178082,36,"UK",2016,0,0
"1597",2016-09-15,65734849.909589,37,"UK",2016,0,0
"1598",2016-09-22,65742377.9013699,38,"UK",2016,0,0
"1599",2016-09-29,65749905.8931507,39,"UK",2016,0,0
"1600",2016-10-06,65757433.8849315,40,"UK",2016,0,0
"1601",2016-10-13,65764961.8767123,41,"UK",2016,0,0
"1602",2016-10-20,65772489.8684932,42,"UK",2016,0,0
"1603",2016-10-27,65780017.860274,43,"UK",2016,0,0
"1604",2016-11-03,65787545.8520548,44,"UK",2016,0,0
"1605",2016-11-10,65795073.8438356,45,"UK",2016,0,0
"1606",2016-11-17,65802601.8356164,46,"UK",2016,0,0
"1607",2016-11-24,65810129.8273973,47,"UK",2016,0,0
"1608",2016-12-01,65817657.8191781,48,"UK",2016,0,0
"1609",2016-12-08,65825185.8109589,49,"UK",2016,0,0
"1610",2016-12-15,65832713.8027397,50,"UK",2016,0,0
"1611",2016-12-22,65840241.7945205,51,"UK",2016,0,0
"1612",2016-12-30,65848845.2136986,52,"UK",2016,0,0
"1613",2017-01-07,65857448.6328767,1,"UK",2017,0,0
"1614",2017-01-14,65864976.6246575,2,"UK",2017,0,0
"1615",2017-01-21,65872504.6164384,3,"UK",2017,0,0
"1616",2017-01-28,65880032.6082192,4,"UK",2017,0,0
"1617",2017-02-04,65887560.6,5,"UK",2017,0,0
"1618",2017-02-11,65895088.5917808,6,"UK",2017,0,0
"1619",2017-02-18,65902616.5835616,7,"UK",2017,0,0
"1620",2017-02-25,65910144.5753425,8,"UK",2017,0,0
